author_id,created_at,text
AmazonHelp,2022-06-02 10:49:00.025292,@119701 account via Twitter. Please reply to the email you've received from our team or kindly resubmit your (2/3) ^KA
AmazonHelp,2022-06-02 10:49:00.126137,@119701 Sorry to know about the delay with the order. I understand you wish to cancel the order. We can't gain access to your (1/3) ^KA
AmazonHelp,2022-06-02 10:49:00.229931,@119701 with your preference and we'll get back. (2/2)^YP
AmazonHelp,2022-06-02 10:49:00.331061,"@119701 I'm afraid we haven't received your write-back to us, Aadil. Please respond to our latest correspondence (1/2)"
119701,2022-06-02 10:49:00.432566,@AmazonHelp How shameful u guyzz are when product is replaced it come on friday and if i purchase a new it comes tom #complain #amazoneisfraud https://t.co/smxpZ6oidm
AmazonHelp,2022-06-02 10:49:00.533736,"@119701 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG"
119701,2022-06-02 10:49:00.639373,@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz
AmazonHelp,2022-06-02 10:49:00.740808,@119701 Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted. ^AK
119701,2022-06-02 10:49:00.842577,@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain
AmazonHelp,2022-06-02 10:49:00.944101,@119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
119701,2022-06-02 10:49:01.045708,@115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help
AmazonHelp,2022-06-02 10:49:01.146729,"@119702 Two-Day Shipping refers to transit time, in business days, once shipped. Did we miss our mark? https://t.co/0oSkv5Jwgq ^BE"
119702,2022-06-02 10:49:01.250679,"@AmazonHelp Ordered last Friday, still not here."
AmazonHelp,2022-06-02 10:49:01.352932,@119702 What was the estimated delivery date provided in the order confirmation e-mail? ^MJ
119702,2022-06-02 10:49:01.455169,@AmazonHelp My guaranteed delivery date was Monday.
AmazonHelp,2022-06-02 10:49:01.557416,@119702 My apologies. What is the latest update on the tracking?: https://t.co/Y5jpI9gRhE ^PK
119702,2022-06-02 10:49:01.659678,@AmazonHelp USPS still doesn't have it. Said it departed your facility Sunday. Then said it again yesterday.
AmazonHelp,2022-06-02 10:49:01.760990,"@119702 Hey, get in touch with us here: https://t.co/JzP7hlA23B  so we can help you out ^KM"
119702,2022-06-02 10:49:01.867464,@115821 sure is frustrating to pay $100 a year for Prime and not have my Prime items delivered after 5 days.
AmazonHelp,2022-06-02 10:49:01.968684,@119703 We would be unable to reach out to you from here. Kindly write back to the email sent by our team (1/2) ^VM
119703,2022-06-02 10:49:02.071393,@AmazonHelp Hi ...enough mails done but response is very discouraging... contact me on call
AmazonHelp,2022-06-02 10:49:02.174140,@119703 Apologies. Request you to reply to our email correspondence for further assistance and we'll look into this. ^MK
119703,2022-06-02 10:49:02.275553,@AmazonHelp No updates even after 2 weeks....poor n shame on Amazon...#JeffBezos https://t.co/L7ZGVDnJA9
AmazonHelp,2022-06-02 10:49:02.376870,"@119703 sent by our team and request for a phone call. Once you do so, our team will get back to you through phone soon. 2/2 ^RS"
119703,2022-06-02 10:49:02.481674,@AmazonHelp I already replied on mails..no more mails...I have seen the way Amazon handled the situation...call me &amp; clear can it done or not
AmazonHelp,2022-06-02 10:49:02.582896,@119703 further assistance as we wouldn't have the access to your account from here. Appreciate your understanding. 2/2 ^NK
119703,2022-06-02 10:49:02.684892,@AmazonHelp Many mails done...need clarification on what I asked...why 500 deposited as compensation..why no action against seller &amp; brand
AmazonHelp,2022-06-02 10:49:02.786456,@119703 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
119703,2022-06-02 10:49:02.887489,@AmazonHelp No updates no mailed issue...pure ignorance....
AmazonHelp,2022-06-02 10:49:02.988791,@119703 We've made a note of your comments and passed it along to the concerned team. We'd appreciate your understanding. ^MA
119703,2022-06-02 10:49:03.098337,@AmazonHelp Not satisfied
AmazonHelp,2022-06-02 10:49:03.202679,"@119703 As informed in the email, please be assured that appropriate actions will be taken for improvement. ^NR"
119703,2022-06-02 10:49:03.308847,@AmazonHelp Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos https://t.co/JmwhiGX814
AmazonHelp,2022-06-02 10:49:03.418552,"@119703 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN"
119703,2022-06-02 10:49:03.521542,@AmazonHelp Already shared...
AmazonHelp,2022-06-02 10:49:03.623457,@119703 Please share your details in the above link Anurag and we'll check this for you. ^HN
119703,2022-06-02 10:49:03.726250,@AmazonHelp One word for Amazon... Pathetic...
AmazonHelp,2022-06-02 10:49:03.827461,@119703 email correspondence from our team. Kindly check the same and revert. 2/2 ^MM
119703,2022-06-02 10:49:03.928558,@AmazonHelp Stop asking non sense. it's been mid of the day providing hell of details but no response yet. Not even Surya Flames responded #JeffBezos
AmazonHelp,2022-06-02 10:49:04.036716,@119703 I'm sure our team would reach out to you soon. (2/2) ^VM
119703,2022-06-02 10:49:04.138863,@AmazonHelp U people not even understanding the situation...there was fire on stove n if cylinder got fired what worst could happened...
AmazonHelp,2022-06-02 10:49:04.243086,"@119703 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^SF"
119703,2022-06-02 10:49:04.346100,"@AmazonHelp Order id-407-2808023-6902735
Mails already done"
AmazonHelp,2022-06-02 10:49:04.448246,"@119703 Apologies for the situation, Anurag. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV"
119703,2022-06-02 10:49:04.549049,@AmazonHelp Because of Amazon I purchased a product which blasted on day one...n u people asking me to keep cool...where is Surya flames #suryaflam1
119703,2022-06-02 10:49:04.657661,@AmazonHelp You are not understanding my situation n anger...it ruined my festival as my wife is still shocked as she was cooking...
AmazonHelp,2022-06-02 10:49:04.758845,"@119703 Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2) ^SV"
119703,2022-06-02 10:49:04.862892,@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product
AmazonHelp,2022-06-02 10:49:04.964260,"@119703 However, you need to adhere to guidelines here: https://t.co/jimvgYJFRD to post review. (2/2) ^SV"
119703,2022-06-02 10:49:05.065673,@AmazonHelp @119704  https://t.co/rUjHdeMm9G
AmazonHelp,2022-06-02 10:49:05.167430,@119704 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ
