author_id,created_at,text
comcastcares,2022-06-02 10:31:00.037503,@116409 Sorry about the service issues.  Please send us a DM with your account info so I can help.--JV
116409,2022-06-02 10:31:00.140469,@comcastcares Again
comcastcares,2022-06-02 10:31:00.242011,@116409 I can help with any area wide issues.  Please send us a DM so I can look into this for you.--JV
116409,2022-06-02 10:31:00.343378,@comcastcares Already called...talked to two very nice young ladies who apologized for the problems but had no solution for repeated outages. Area outage
116409,2022-06-02 10:31:00.444225,"Posting from phone on 4G, even though I'm home &amp; have @115900 cable/internet...for like the 8th time this month. One guess why. #Frustrated"
comcastcares,2022-06-02 10:31:00.545286,@116410 Thank you for reaching out.  I will forward this feedback for you.--JV
116411,2022-06-02 10:31:00.646838,@comcastcares @116410 And give him full gig up and down with no caps. Even my local telephone co-op (FTC) gives me this. Don't be a corporate greed monster!
116410,2022-06-02 10:31:00.747984,Hey @116136 if you could hurry up with gigabit internet that'd be great! I need more upload speed!
comcastcares,2022-06-02 10:31:00.849925,"@116412 Yes, please send us a direct message for assistance.-YE"
116412,2022-06-02 10:31:00.951094,@comcastcares is this where I report an outage?
comcastcares,2022-06-02 10:31:01.052374,"@116413 Hello, there should be a link at the bottom of the emails. Please DM and we can discuss further. Thank you. ~RD"
116413,2022-06-02 10:31:01.154186,@116136 why don’t your marketing emails have an unsubscribe link?
comcastcares,2022-06-02 10:31:01.254936,"@116414 Ok, once you navigate to the Settings, Preferences, then General make sure the setting ""Auto-Tune to HD Channels"" is on.-RM"
116414,2022-06-02 10:31:01.355687,@comcastcares Thank you!
comcastcares,2022-06-02 10:31:01.458598,@116414 My pleasure. Is there anything else I can help you with?-RM
116414,2022-06-02 10:31:01.560769,@comcastcares We are good! Just memorizing the new channels!
comcastcares,2022-06-02 10:31:01.661945,@116414 Awesome. Thank you for being the best part of Comcast! We are here 24/7 to assist you with any issues you may have. Have a good evening.-RM
116414,2022-06-02 10:31:01.765865,@comcastcares I will try it once I wrestle it from the kid!
comcastcares,2022-06-02 10:31:01.866994,"@116414 To navigate to settings, click XFINITY on the remote, then scroll over to Settings (the icon looks like a gear). -EW"
116414,2022-06-02 10:31:01.968276,@comcastcares Is this in the remote itself? Under setup or help?
comcastcares,2022-06-02 10:31:02.071603,"@116414 Hi, Janette. Can you check to make sure your Autotune to HD setting is on? You can find it under Settings&gt; Preferences&gt; General. - NS"
116414,2022-06-02 10:31:02.172704,When will the infinity voice remote be able to find high definition channels again? All verbal searches go to low def. @comcastcares
AmericanAir,2022-06-02 10:31:02.273941,@116415 We always want everyone to be comfy. You can ask our crew about any available open seats.
116415,2022-06-02 10:31:02.378542,"@AmericanAir Oh god, we’re in ascent and this baby just went full Chucky. Happy Halloween?"
116415,2022-06-02 10:31:02.479872,"@AmericanAir Like, any?"
116415,2022-06-02 10:31:02.581038,"@AmericanAir Okay, well, I’ll start this conversation back up after I buy WiFi in the air. Cya in a little bit."
116415,2022-06-02 10:31:02.685077,"@AmericanAir Oh, wow. We are in ascent and this baby just went full Chucky. Happy Halloween?"
AmericanAir,2022-06-02 10:31:02.786535,@116415 You'd have to speak with our crew and ask what is available. It would need to be in the same cabin and in the same type of seat.
116415,2022-06-02 10:31:02.887903,"@AmericanAir I gotta admit, this baby has some commitment. #stillgoing"
116415,2022-06-02 10:31:02.994010,@AmericanAir #stillgoing
116415,2022-06-02 10:31:03.095800,@AmericanAir Should have brought earplugs and ambien. #stillgoing
116416,2022-06-02 10:31:03.197889,@116415 @AmericanAir jeez!
116415,2022-06-02 10:31:03.301710,"@116416 @AmericanAir The entire flight, dude."
116415,2022-06-02 10:31:03.402724,@AmericanAir Bought a flight pass to tell you guys this baby is still Chucky possessed screaming. Only seats available in cabin are the ones around me.
116415,2022-06-02 10:31:03.504140,"@AmericanAir #blessed, I guess."
116415,2022-06-02 10:31:03.605167,"@AmericanAir Oh, my god, she’s been going for ten minutes."
116415,2022-06-02 10:31:03.707542,"@AmericanAir Like, this is really bad."
116415,2022-06-02 10:31:03.809054,"Yo @AmericanAir, I’m on flight 48 32C (DFW to Paris) and sitting next to THE loudest baby I’ve ever heard in my life. How about an upgrade?"
AmericanAir,2022-06-02 10:31:03.910360,"@116417 Oh my, that #guac looks delish! Thanks for always sharing the good and the bad, Kevin. #yummy"
116417,2022-06-02 10:31:04.011649,@AmericanAir - I give you grief when things go poorly.  Here’s some credit: The guacamole in the Admirals Club is an outstanding addition. https://t.co/kfjAW6FMTf
AmericanAir,2022-06-02 10:31:04.112663,@116418 We'd like to share this feedback. Please DM your record locator.
116418,2022-06-02 10:31:04.214620,"@AmericanAir I'm aware. Fits in overhead.This was a return trip. Had same luggage going. This was pre-security. Gate chck, ok, but Empty overheads on flt"
AmericanAir,2022-06-02 10:31:04.317397,@116418 Your guitar must fit underneath the seat in front of you or in an overhead bin. Please see details here: https://t.co/AqqDo7qAE3.
116418,2022-06-02 10:31:04.418461,"@AmericanAir Despite flying w/ same from EWR, forced @ MIA to check guitar &amp; charged $25. Not @ gate, B4 security. Flt not full. WHY?"
AmericanAir,2022-06-02 10:31:04.520123,@116419 Please share your record locator via DMs and we can take look.
116419,2022-06-02 10:31:04.621423,Yo @AmericanAir why are there fifteen empty business class seats and only one person that got upgraded? #Weak #NoTreat? #ThenTrickItIs
AmericanAir,2022-06-02 10:31:04.722382,"@116420 Did you file a report with us? If you did, please send us a DM and include that in so we can take a look."
116420,2022-06-02 10:31:04.824727,@AmericanAir Yes I did! I'm sending you a DM now.
116420,2022-06-02 10:31:04.928184,Still waiting on @AmericanAir to compensate for all the crap they put @58 and I through on our honeymoon...almost a year ago. 🤔
VirginTrains,2022-06-02 10:31:05.030031,@116421 Good night Becky ^JH
116421,2022-06-02 10:31:05.132770,@VirginTrains Night Joel
VirginTrains,2022-06-02 10:31:05.238316,"@116422 Hi Joanne, we have this service reported 1 minute early arriving into Birmingham New Street and 12' minutes late arriving into Wolverhampton. ^JH"
