author_id,created_at,text
AppleSupport,2022-06-02 10:45:00.034853,@119006 We'll do everything we can to help get this resolved. What type of device are you using and which version of the operating system is currently installed? Tell us the answers via DM. We'll meet up with you there. https://t.co/GDrqU22YpT
119006,2022-06-02 10:45:00.137416,@AppleSupport what’s up with autocorrect changing it to i.t? i’ve already tried to do the text replacement trick and i.t won’t work
AskPlayStation,2022-06-02 10:45:00.242001,@119007 Here to help! Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!
119007,2022-06-02 10:45:00.347854,"@AskPlayStation I need a refund for a purchase I made, the live chat is not working."
ChaseSupport,2022-06-02 10:45:00.450390,@119008 You're welcome. Pets are also part of the Chase family. ^JM
119008,2022-06-02 10:45:00.553824,"It’s the little things. Thanks, @116016 https://t.co/dMKbdoBCRt"
CoxHelp,2022-06-02 10:45:00.655711,"@119009 Hi. That is not the expectation. If currently affected, please DM your full address for support. -Erica"
119009,2022-06-02 10:45:00.763007,"@CoxHelp your internet is continuously down in my area ""85035"". Paying around $100 each bill for terrible service"
CoxHelp,2022-06-02 10:45:00.869381,"@119010 Hi. If there is information available regarding your particular outage it would be here: https://t.co/ihjTPQcO6Y
-Erica"
119010,2022-06-02 10:45:00.971831,"@CoxHelp A number of homes in Barrington, RI still w/o TV and/or Internet.  Do you think they problem will be fixed before Christmas?"
CoxHelp,2022-06-02 10:45:01.073798,@119011 We're following you now. You may send us a DM.  -Mary
119011,2022-06-02 10:45:01.175935,@CoxHelp How do I contact you on here
CoxHelp,2022-06-02 10:45:01.283350,@119011 review their account. We want to help in any way we can. (2)  -Mary
119011,2022-06-02 10:45:01.384651,@116021 is absolute trash. I’m so tired of them harassing my parents for money but never taking it. their bill is up to $800. FRICKIN HOW 😡
CoxHelp,2022-06-02 10:45:01.490922,"@119011 Hi, I want to help. Please have your parents contact us here or send us an email at __email__ so that we can (1)  -Mary"
CoxHelp,2022-06-02 10:45:01.592035,@119012  Please provide your city and state so we can let you know what channel the world series is on.  -Brenda
