author_id,created_at,text
118445,2022-06-02 10:42:00.044782,"@115955 why is your customer service so pathetic? Still waiting on my ""appointment"" that was from 6:00-7:00 pm"
Ask_Spectrum,2022-06-02 10:42:00.150065,@118446 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP
Ask_Spectrum,2022-06-02 10:42:00.252690,@118446 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP
118446,2022-06-02 10:42:00.353621,@Ask_Spectrum I can’t access my account number because im paperless and can’t get on the internet to access it.
Ask_Spectrum,2022-06-02 10:42:00.455021,@118446 I can always search by phone number -JP
118446,2022-06-02 10:42:00.558228,@Ask_Spectrum I can’t access it because I can’t get on the internet.
118446,2022-06-02 10:42:00.660521,@Ask_Spectrum is there an internet outage in 91604?
VerizonSupport,2022-06-02 10:42:00.764947,"@118447 Here we are! We'd love to have you in the Fios family. Please check here for availability: https://t.co/pyO7y8m0Wp 
^HSB"
118447,2022-06-02 10:42:00.866616,"@118448 sneaky sneaky sneaky, offered free Showtime as ""loyal customer"" then jacked up the internet and basic TV prices. FIOS where r u"
VerizonSupport,2022-06-02 10:42:00.968783,@118449 We want you to be able to enjoy your programming. What issue are you having and does it happen on all TVs? ^JRA
118449,2022-06-02 10:42:01.072450,"@VerizonSupport Lines on the screen and no audio on all TVs, but it's just that channel"
118449,2022-06-02 10:42:01.173407,@115722 why is it that the only channel I can't watch is USA Network? A girl is trying to watch Smackdown 🤔
VerizonSupport,2022-06-02 10:42:01.276768,"@118450 If you press the * key this can disable the closed captions. You may have to press 2x.
^HSB"
118450,2022-06-02 10:42:01.378635,@VerizonSupport how do you get the text off the TV where they repeat everything Person is saying? (Fios)
VerizonSupport,2022-06-02 10:42:01.479545,"@118451 That's what we love to hear Allison. 
^NHP"
118451,2022-06-02 10:42:01.590519,@VerizonSupport I received excellent customer service tonight from Laura. Please PM if you want additional info to look up my acct info.
VerizonSupport,2022-06-02 10:42:01.692150,"@118452 Good evening, what can we do for you today? ^RMD"
118452,2022-06-02 10:42:01.794759,"@VerizonSupport Feed for the World Series has been extremely choppy all game, please help"
118452,2022-06-02 10:42:01.903387,@115725
118452,2022-06-02 10:42:02.011541,Is anyone else getting a choppy feed for the World Series game?
AskPlayStation,2022-06-02 10:42:02.112516,"@118453 Hello Matt! For refund info, please check the following link: https://t.co/MInrgZSl48"
118453,2022-06-02 10:42:02.214501,@AskPlayStation A refund
118453,2022-06-02 10:42:02.326340,@AskPlayStation my mother bought the wrong fifa that I asked for. She bought fifa 17 instead of 18 on the PlayStation store and I can't get
AskPlayStation,2022-06-02 10:42:02.430824,"@118454 Hi! There is no information to share at the moment, stay tuned to our Blog for updates here:
https://t.co/v141IWB0Dt"
118454,2022-06-02 10:42:02.532792,hey @117014 @AskPlayStation is there a new Playstation with 4K integration on the horizon?!
AskPlayStation,2022-06-02 10:42:02.634544,"@118455 Sorry to hear that, Please try activating the system as primary under both accounts, More details: https://t.co/1ujqlIfdag"
118455,2022-06-02 10:42:02.737337,@AskPlayStation Can't you only have one primary account per console?
AskPlayStation,2022-06-02 10:42:02.838696,"@118455 Hi there, You can activate the system under this 2 accounts and set it  as the primary device under each account."
118455,2022-06-02 10:42:02.948032,@AskPlayStation I activated both as primary and the other account still can't play it
AskPlayStation,2022-06-02 10:42:03.049525,@118455 Please restore licenses and try again. Steps here: https://t.co/WATnmgS37Z
118455,2022-06-02 10:42:03.150437,@AskPlayStation Still isn't letting the other account play
AskPlayStation,2022-06-02 10:42:03.252154,@118455 Where are you located? Which country did you select to setup your account? Please provide us more details.
118455,2022-06-02 10:42:03.353130,"@AskPlayStation North America, NY more specifically. Both accounts were also set up in NY"
AskPlayStation,2022-06-02 10:42:03.456683,@118455 We have sent you a Direct Message via Twitter with further instructions.
118455,2022-06-02 10:42:03.558709,@AskPlayStation Thanks
AskPlayStation,2022-06-02 10:42:03.660632,@118455 You are welcome! Feel free to contact us for assistance in the future.
