author_id,created_at,text
AskLyft,2022-06-02 10:40:00.049911,@118072 Hello! Could you please DM @AskLyft with the phone number associated with your Lyft account? https://t.co/SXpdictw1A
118072,2022-06-02 10:40:00.151942,@AskLyft my card was declined for a Lyft transaction as a safety measure from my bank. Can you help me pay and tip my driver?
AskLyft,2022-06-02 10:40:00.253662,"@118073 Hey there, can you please DM us the phone number associated with your account so we can look into this for you?"
118073,2022-06-02 10:40:00.355827,In light of terror attack in NYC Lyft is charging $133 to go from Manhattan to Brooklyn. Capitalism—fuck yeah.
AskPayPal,2022-06-02 10:40:00.460142,"@118074 That's a bit odd. I'll be happy help, just send me a DM! ^DP"
118074,2022-06-02 10:40:00.562070,@AskPayPal why is it my payment/order to a certain company seems to be in limbo? Contacted company and they have no order???
AskPayPal,2022-06-02 10:40:00.669398,@118075 Hey! Thank you for sending a DM. I have messaged you back. :) ^HYC
118075,2022-06-02 10:40:00.770770,. @AskPayPal You have a DM; looks like I need your heroics after all!
AskPayPal,2022-06-02 10:40:00.873085,"@118076 Hello! we sent you a message with more information, so that we can further assist you. Please check your DM's. ^JDG"
118076,2022-06-02 10:40:00.974687,@AskPayPal I did send a screenshot
118076,2022-06-02 10:40:01.076027,@AskPayPal Can you please open my account so I can transfer the money in there and close the account.
AskPayPal,2022-06-02 10:40:01.179451,"@118076 Hi! I've responded to your DM, and thank you for your patience. ^ES"
118076,2022-06-02 10:40:01.281347,@AskPayPal can someone please help me with my account. __email__ +27824381483
askpanera,2022-06-02 10:40:01.382880,@118077 Oh no! The bread bowl is the best part! Can you DM us with your order number? We'd be happy to look into this and help.
118077,2022-06-02 10:40:01.485238,3rd time I've gone to @116253 and paid for a bread bowl I didn't get
AmazonHelp,2022-06-02 10:40:01.586166,"@118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN"
118078,2022-06-02 10:40:01.687613,@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.
118078,2022-06-02 10:40:01.792942,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?"
AmazonHelp,2022-06-02 10:40:01.894960,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC
118078,2022-06-02 10:40:01.996037,Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?
AmazonHelp,2022-06-02 10:40:02.097690,@118079 I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM
118079,2022-06-02 10:40:02.200280,@AmazonHelp 2 other orders that were due to arrive today did not show up.
118079,2022-06-02 10:40:02.307748,"@AmazonHelp U pay for prime. You expect the befits of the membership. I ordered a package on the 25th, it still isn't here."
118079,2022-06-02 10:40:02.411775,@AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.
AmazonHelp,2022-06-02 10:40:02.515631,@118079 We'd still like to help. What does the tracking show in Your Orders: https://t.co/PCtircFm5C? Who is the carrier here? ^SJ
118079,2022-06-02 10:40:02.618627,@AmazonHelp Shows it was supposed to be delivered today by 8pm. USPS
118079,2022-06-02 10:40:02.719900,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps"
AmazonHelp,2022-06-02 10:40:02.823072,"@118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN"
118079,2022-06-02 10:40:02.924331,@AmazonHelp I purchased the items specifically for the wedding.
118079,2022-06-02 10:40:03.025342,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in."
AmazonHelp,2022-06-02 10:40:03.128662,"@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE ^LA"
118079,2022-06-02 10:40:03.229546,@AmazonHelp Yes
AmazonHelp,2022-06-02 10:40:03.334661,@118079 I hope you are willing to give us a chance in the future to make things right. ^TN (2/2)
AmazonHelp,2022-06-02 10:40:03.437542,"@118079 I'm sorry we let you down on this order. If the order arrives too late, you can return them for a full refund. ^TN (1/2)"
118079,2022-06-02 10:40:03.539592,@AmazonHelp You're customer service reps were no help in resolving the issue. They just blamed the carrier.
118079,2022-06-02 10:40:03.640473,@AmazonHelp This makes 5 consecutive orders that missed their deadline.
118079,2022-06-02 10:40:03.742443,"@115821 u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them."
AmazonHelp,2022-06-02 10:40:03.846761,@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here: https://t.co/6Z7czEwEfV ^DG
118080,2022-06-02 10:40:03.948777,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??"
AmazonHelp,2022-06-02 10:40:04.055347,@118081 I'm sorry you haven't received an update on your shipping details! You can check your order here: https://t.co/Y5jpI9gRhE ^MO
118081,2022-06-02 10:40:04.157761,@AmazonHelp Yeah I know how to check it. There's no information still
AmazonHelp,2022-06-02 10:40:04.264008,@118081 Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM
118081,2022-06-02 10:40:04.366091,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine @115821
Ask_WellsFargo,2022-06-02 10:40:04.468170,@118082 I can understand the frustration this has caused already. I sincerely want to look into this and be able to help. Please DM the previously requested information so I can proceed. I appreciate your patience. ^RP https://t.co/q1oBDuYAdh
118082,2022-06-02 10:40:04.575706,@116827 ME PURCHASING TWO ITEMS WITHIN 6 MINUTES IS NOT ENOUGH FOR YOU TO FREEZE MY DAMN ACCOUNT. Please remove all additional protections from my account because they all SUCK
AmazonHelp,2022-06-02 10:40:04.679514,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM"
118083,2022-06-02 10:40:04.781149,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK
AmazonHelp,2022-06-02 10:40:04.883519,@117955 I am so sorry about that! Who was the carrier? You can find that info here: https://t.co/Y5jpI9gRhE? ^BA
117955,2022-06-02 10:40:04.991262,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd
AmazonHelp,2022-06-02 10:40:05.093744,@118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR
118084,2022-06-02 10:40:05.195954,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery"
AmazonHelp,2022-06-02 10:40:05.299392,@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ
118084,2022-06-02 10:40:05.401221,@AmazonHelp Will do. Thanks
118084,2022-06-02 10:40:05.510705,@AmazonHelp Original promised delivery date was yesterday to this Friday.
AmazonHelp,2022-06-02 10:40:05.613746,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE  ^LM
118084,2022-06-02 10:40:05.714909,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM
AmazonHelp,2022-06-02 10:40:05.825320,@118085 デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM
118085,2022-06-02 10:40:05.928596,"@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれにせよ取り消されるみたいで安心しました！"
AmazonHelp,2022-06-02 10:40:06.032082,"@118085 重複してのご請求は行いませんので、ご安心くださいませ。
なお、万が一、重複している場合や取り消しがされない場合には、確認させていただきますので、カスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY"
118085,2022-06-02 10:40:06.136898,30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。
AmazonHelp,2022-06-02 10:40:06.238910,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ
118086,2022-06-02 10:40:06.341247,@AmazonHelp Should have been today before 8
AmazonHelp,2022-06-02 10:40:06.442211,@118086 Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be happy to review available shipping refund options. ^EZ
118086,2022-06-02 10:40:06.545388,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again
AmazonHelp,2022-06-02 10:40:06.650732,@118087 Please try to remove and reinsert the SD card following the steps here: https://t.co/ZtaYsyA9rO. Let us know how this helps! ^MB
118087,2022-06-02 10:40:06.751620,@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card
AmazonHelp,2022-06-02 10:40:06.856613,@118087 Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH
118087,2022-06-02 10:40:06.958531,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve."
AmazonHelp,2022-06-02 10:40:07.060551,@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN ^CN
118087,2022-06-02 10:40:07.162786,"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve."
AmazonHelp,2022-06-02 10:40:07.263672,"@118087 That's odd! We'd like to help further with this. When you can, please reach out to us here: https://t.co/hApLpMlfHN ^HM"
118087,2022-06-02 10:40:07.366987,Regretting having bought @115821 Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.
115821,2022-06-02 10:40:07.470724,Pumpkin spice is here so it must be autumn! We’ve picked 3 fall cookbooks to whet your appetite: https://t.co/CadWTnRHy0 https://t.co/J1B61Odt0N
AmazonHelp,2022-06-02 10:40:07.573629,@118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: https://t.co/CTNCjpcgOm? ^GM
118088,2022-06-02 10:40:07.682675,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?
AmazonHelp,2022-06-02 10:40:07.785581,@118088 We're unable to access accounts on Twitter but we'd like to look into it for you here: https://t.co/hApLpMlfHN ^LI
118088,2022-06-02 10:40:07.888553,"@AmazonHelp i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?"
118089,2022-06-02 10:40:07.994497,@118088 @AmazonHelp https://t.co/JeO1QDroxC
118088,2022-06-02 10:40:08.095647,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?
AmazonHelp,2022-06-02 10:40:08.196900,@118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN
118090,2022-06-02 10:40:08.301060,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.
AmazonHelp,2022-06-02 10:40:08.402965,@118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ
118090,2022-06-02 10:40:08.506929,"@AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US."
AmazonHelp,2022-06-02 10:40:08.610200,@118090 I would like a member of our team look into this for you. Please fill out this form: https://t.co/dOqIHIw6g0 ^BA
118090,2022-06-02 10:40:08.712541,"I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late."
AmazonHelp,2022-06-02 10:40:08.814452,"@118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH"
118091,2022-06-02 10:40:08.920048,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick."
AmazonHelp,2022-06-02 10:40:09.022257,"@118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB"
118091,2022-06-02 10:40:09.124808,"@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming."
AmazonHelp,2022-06-02 10:40:09.226801,@118091 Oh no! We'd like to look into this in real time with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^AB
118091,2022-06-02 10:40:09.329123,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.
AmazonHelp,2022-06-02 10:40:09.430982,"@118092 I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: https://t.co/T994nVbxA2 ^LA"
118092,2022-06-02 10:40:09.532739,My drying rack was broken when I opened the box. What should I do @115821? https://t.co/II4YnrWx0E
AppleSupport,2022-06-02 10:40:09.634156,@118093 We'd like to offer our help. Please shoot us a DM and we'll explore the battery challenge. https://t.co/GDrqU22YpT
