author_id,created_at,text
117165,2022-06-02 10:35:00.089497,@AppleSupport the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.
Delta,2022-06-02 10:35:00.192385,@117166 That's not good. Please return to the airport and file a Damaged Bag Report with our Baggage Service Center. I'm sorry for the trouble. *AMC
117166,2022-06-02 10:35:00.294084,"@Delta I live an hour north of the ATL airport, can it be done online? 🙏🏼"
Delta,2022-06-02 10:35:00.395575,"@117166 Unfortunately, this must be done at the airport because the bag must be looked at by a Delta Representative. *AMC"
117166,2022-06-02 10:35:00.498136,@Delta I've been busy with life. How long do I have to file a claim regarding this?  Or is this a lost cause at this point?
Delta,2022-06-02 10:35:00.599069,"@117166 Hi, there. You must report your claim within 24 hours for U.S. travel and seven days for international travel.  *TCH"
117166,2022-06-02 10:35:00.700302,@Delta Just noticed the zipper was broken off yesterday morning on my return flight&amp;it wasn't like that when I left?😥is there help? #notcool https://t.co/VIm6mmForU
SpotifyCares,2022-06-02 10:35:00.806129,"@117167 Hey Terry, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RA"
117167,2022-06-02 10:35:00.907932,@SpotifyCares Yes I did. The dude even said thanks for watching now enjoy your 30 mins of ad free music.
SpotifyCares,2022-06-02 10:35:01.009634,"@117167 Hmm, that's odd. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /RA"
117167,2022-06-02 10:35:01.110849,@SpotifyCares Ok! Thanks. I will let you know if it happens again. Thanks for every thing! https://t.co/WWH8AKTJUk
SpotifyCares,2022-06-02 10:35:01.214088,"@117167 You're welcome! If you ever need us again, just give us a... https://t.co/AUc7DGJpgF 🙂 /AR"
117167,2022-06-02 10:35:01.315017,@SpotifyCares No it didn't crash. I was cooking dinner and heard about 3 songs. Each song is about 2-3 mins. After the third song the ad played.
SpotifyCares,2022-06-02 10:35:01.417227,"@117167 Thanks for confirming! Just to check, did you definitely watch the video ad in full after hearing the offer? /RA"
117167,2022-06-02 10:35:01.518436,@117168 when I watch an ad video and you say 30 mins ad free. I expect 30 mins ad free. Not 10 mins. https://t.co/1hmNwVarMm
AmericanAir,2022-06-02 10:35:01.622421,@117169 Our sincere apologies for any rudeness. We welcome all families to fly with us and want this to be an exciting experience for your kids.
117169,2022-06-02 10:35:01.723625,"@AmericanAir Was my wife/mom. We couldn't believe it! Then she proceeded to try to tell us how to parent our children. Our children, 6 and 4 were perfect"
AmericanAir,2022-06-02 10:35:01.824953,"@117169 Oh my, we'd like to have more details about what happened. We always expect our team to treat our customers courteously and friendly."
117169,2022-06-02 10:35:01.927070,"Interacted with one of the rudest flight attendants on @AmericanAir flight 1305 from ORD to SLC. Be patient, she's only 4. #flydeltainstead"
LondonMidland,2022-06-02 10:35:02.028682,@117170 This was unavoidable due to a passenger on the train requiring urgent medical attention. Apologies.
117171,2022-06-02 10:35:02.129946,@LondonMidland @117170  https://t.co/55qeNHbxTm
117170,2022-06-02 10:35:02.231655,@117171 @LondonMidland I wasn't even on the trains - but thanks for your concern!
117171,2022-06-02 10:35:02.334060,@117170 @LondonMidland  https://t.co/kpv0AYN3XN
117170,2022-06-02 10:35:02.435248,@LondonMidland Just like every other one of your delayed trains!
