author_id,created_at,text
118626,2022-06-02 10:43:00.092047,"I will always stand by Taco Bell, but they did me dirty tonight and I am truly offended."
TacoBellTeam,2022-06-02 10:43:00.196636,@118627 Let's talk. DM us. https://t.co/FUsmRWStIs
118627,2022-06-02 10:43:00.298727,"@TacoBellTeam Wrong items in order, stale shells, nacho supreme with only cheese and beans,no one answers phone,Nonsense"
TacoBellTeam,2022-06-02 10:43:00.400085,@118628 This is serious. DM us.
118628,2022-06-02 10:43:00.500803,@TacoBellTeam your employee was very rude in the drive thru and gave us the middle finger
TacoBellTeam,2022-06-02 10:43:00.602071,@118629 Let's make up. DM us. https://t.co/FUsmRWStIs
118629,2022-06-02 10:43:00.705221,@TacoBellTeam at least half of this has food in it. Guess im not going to that location amymore. https://t.co/zCB5ownTEh
TacoBellTeam,2022-06-02 10:43:00.807032,@118630 Oh no. Where did this happen?
118630,2022-06-02 10:43:00.907888,"@TacoBellTeam Pinole, California."
TacoBellTeam,2022-06-02 10:43:01.008679,@118630 Thank you. We're on it.
118630,2022-06-02 10:43:01.110336,@TacoBellTeam I asked no tomatoes on anything and they left them on.
TacoBellTeam,2022-06-02 10:43:01.213322,@118631 That's too long. Where did this happen?
118631,2022-06-02 10:43:01.314706,"@TacoBellTeam Glassboro, NJ"
TacoBellTeam,2022-06-02 10:43:01.416063,@118631 Thank you. We're on it.
118631,2022-06-02 10:43:01.517277,Nothing like waiting 30+ minutes for @118625 getting home and realizing your order is completely wrong!
TacoBellTeam,2022-06-02 10:43:01.618487,@118632 Let's make up. DM us. https://t.co/FUsmRWStIs
118632,2022-06-02 10:43:01.720438,@118625 thanks for the chicken quesadilla with no chicken or cheese! 😐 https://t.co/YGYOBf99h1
TacoBellTeam,2022-06-02 10:43:01.824945,@118633 We need to make up. DM us. https://t.co/FUsmRWStIs
118633,2022-06-02 10:43:01.927334,This wasn't even cooked @118625 y'all did me dirty tonight. Also they forgot the chips for my nachos 😩😤 https://t.co/nUTyKXp0uw
TacoBellTeam,2022-06-02 10:43:02.029584,@118634 This isn't okay. DM us. https://t.co/FUsmRWStIs
118634,2022-06-02 10:43:02.131849,"Dear @118625, thanks for the stale, hard chalupa. It was super good. #sarcasm"
TacoBellTeam,2022-06-02 10:43:02.232919,@118635 Let's talk. DM us.
118635,2022-06-02 10:43:02.336110,@118625 how do I take this survey?? Survey code missing. The time is off too... Purchased this minutes ago! Wanna give the store feedback. https://t.co/GnrZI36A4o
TacoBellTeam,2022-06-02 10:43:02.437396,@118636 We can help. DM us.
118636,2022-06-02 10:43:02.538398,@118625 what do y’all do when a customer’s order is messed up but when they try to call twice NOBODY answers? this just happened to me!
TacoBellTeam,2022-06-02 10:43:02.640184,@118637 We do deliver. Check if we deliver to your area here: https://t.co/OVU5o9hmGA.
118637,2022-06-02 10:43:02.743169,@118625 why don’t you deliver?
TacoBellTeam,2022-06-02 10:43:02.848452,@118638 Oh no. Where did this happen?
118638,2022-06-02 10:43:02.949255,I asked for cool ranch tacos and they gave me nacho cheese tacos 😷😷😷😷😷😷😷😷😷 @118625
TacoBellTeam,2022-06-02 10:43:03.055666,@118639 Oh no. Where did you get this?
118639,2022-06-02 10:43:03.158327,@118625 Seriously Taco Bell.  The 2 of these I ordered are the sloppiest Mini Shredded chicken quesadilla I've ever seen in my life. https://t.co/4nUDZIvUXX
TacoBellTeam,2022-06-02 10:43:03.259862,@118640 We can do better. DM us.
118640,2022-06-02 10:43:03.368712,"Seriously @118625, those so called 'portion' things y'all use for your tacos need some improvements. This is unacceptable. https://t.co/hfa5AGf3Lc"
TacoBellTeam,2022-06-02 10:43:03.472577,@118641 Oh no. Where did this happen?
118641,2022-06-02 10:43:03.575466,@118625 fail. 12 minutes in drive-thru for this?! This is not 3 taco supremes...this is $6 of ridiculous. Rest. #G135279 https://t.co/JaOKBxVkJn
TacoBellTeam,2022-06-02 10:43:03.676491,@118642 We can do better. DM us.
118642,2022-06-02 10:43:03.778185,@118625 Would have been nice to get some meat with our Gordita crunches. https://t.co/ILegsDjclI
TacoBellTeam,2022-06-02 10:43:03.880400,@118643 That's too long. Where did this happen?
118643,2022-06-02 10:43:03.983787,Waiting 20 minutes for quesadilla at @118625 is ridiculous.
TacoBellTeam,2022-06-02 10:43:04.085478,@118644 Let's talk. DM us.
118644,2022-06-02 10:43:04.187221,Every taco in a 12 pack. Thanks @118625..... https://t.co/ArQqyApLq7
TacoBellTeam,2022-06-02 10:43:04.294261,@118645 Where is this happening?
118645,2022-06-02 10:43:04.395221,Jesus @118625 could you get my order right once?
TacoBellTeam,2022-06-02 10:43:04.497195,@118646 We need to make up. DM us.
118646,2022-06-02 10:43:04.598715,So i went to @118625 and this is what i get...😤 https://t.co/pYsSr7bIAP
TacoBellTeam,2022-06-02 10:43:04.699971,@118647 Oh no. Where did you get this?
118647,2022-06-02 10:43:04.803651,"@TacoBellTeam 9008 Holly Rd, Grand Blanc, MI 48439
Its a recurring issue :("
TacoBellTeam,2022-06-02 10:43:04.905751,@118647 Thanks for letting us know. We're on it.
118647,2022-06-02 10:43:05.007367,Im so tired of .@118625 giving me chicken burritos with literally a half a bite of chicken in them. Rude.
TacoBellTeam,2022-06-02 10:43:05.108544,@118648 Oh no. Where did you get this?
118648,2022-06-02 10:43:05.211241,@TacoBellTeam Mooresville NC. Our entire order was full of stale shells and hard tortillas. :(
TacoBellTeam,2022-06-02 10:43:05.312737,@118648 That's not okay. Let's make up. DM us.
118648,2022-06-02 10:43:05.415030,@118625 How in the heck am I supposed to eat this? 😡 https://t.co/jfL8Xiy8qG
TacoBellTeam,2022-06-02 10:43:05.520556,@118649 Oh no. Where did you get this?
118649,2022-06-02 10:43:05.622468,"@TacoBellTeam Racine, WI🙁"
TacoBellTeam,2022-06-02 10:43:05.726246,"@118649 Thanks. We're on it, Emma."
118649,2022-06-02 10:43:05.827699,So decided to get a potato LOADED griller at Taco Bell today... wtf is this there was like 4 potatoes... it’s 97% tortilla😂😅 @118625 https://t.co/UKWLA25UOx
TacoBellTeam,2022-06-02 10:43:05.929166,@118650 We want to talk. DM us.
118650,2022-06-02 10:43:06.035741,Will @TacoBellTeam ever get their stuff together in Oneonta? Doubtful... Smdh
TacoBellTeam,2022-06-02 10:43:06.138109,@118651 Let's make up. DM us.
118651,2022-06-02 10:43:06.240221,@TacoBellTeam It’s always the same. Things will never change. I always end up lonely late at night with someone else’s tacos 😭 I thought you loved me.
TacoBellTeam,2022-06-02 10:43:06.342227,"@118651 We do, Christopher. Let's talk. DM us."
118651,2022-06-02 10:43:06.450325,@TacoBellTeam It’s always the same. You say you’ll change but I still end up lonely late at night with someone else’s tacos 😭 I thought you loved me.
118651,2022-06-02 10:43:06.554349,@TacoBellTeam ordered 3 breakfast tacos. WTF would you give reg. Soft tacos instead. It’s not even time to serve those yet?
TacoBellTeam,2022-06-02 10:43:06.655500,@118652 We need to make up. DM us.
118652,2022-06-02 10:43:06.766926,Thanks @118625 @118653  for taking 20 mins to make my order and then giving it away. I now have 4 mins to eat my lunch B4 I have 2b at work.
TacoBellTeam,2022-06-02 10:43:06.868210,@118654 That's not cool. Where did you get this?
118654,2022-06-02 10:43:06.969055,Why I go to @118625 last night and got cinnamon twist with damn near no cinnamon on it 🤦🏾‍♀️🤦🏾‍♀️ https://t.co/nrGSKrXB2T
TacoBellTeam,2022-06-02 10:43:07.073333,@118655 Let's talk. DM us.
118655,2022-06-02 10:43:07.174963,Worst food and service ever @118625
TacoBellTeam,2022-06-02 10:43:07.277359,@118656 That's not cool. Where did this happen?
118656,2022-06-02 10:43:07.379842,@TacoBellTeam Dixie highway near Williams lake in Waterford Michigan. Same location I tweeted at you that shorted me on nacho cheese I PAID for. https://t.co/mmVPazergu
118656,2022-06-02 10:43:07.481000,@TacoBellTeam Also said location did NOT apologize in any way for the wait. I've been given cinnamon twists at other locations for saying that long
TacoBellTeam,2022-06-02 10:43:07.582277,@118656 Thanks for letting us know. We're on it.
118656,2022-06-02 10:43:07.685779,Dear @118625 get your shit together. I'm stuck in drive thru for over 20 minutes and only 5 cars in front of me.
TacoBellTeam,2022-06-02 10:43:07.790080,@118657 We can do better. DM us.
118657,2022-06-02 10:43:07.891043,@118625 how is this a LOADED POTATO GRILLER? This is the second time I got one with only bits in it. P.s.I pulled off 1/2 the shell.#empty https://t.co/KN7naPq8nN
TacoBellTeam,2022-06-02 10:43:07.995568,@118658 Let's talk. DM us.
118658,2022-06-02 10:43:08.097490,What the fuck is this @118625 https://t.co/LxHES8Wy31
TacoBellTeam,2022-06-02 10:43:08.198691,@118659 That's too long. Where did this happen?
118659,2022-06-02 10:43:08.301288,30 mins at the @118625 drive thru. Like wtf
TacoBellTeam,2022-06-02 10:43:08.402530,@118660 This isn't okay. Where did you get this?
118660,2022-06-02 10:43:08.505920,"@TacoBellTeam The store in Lehigh Acres, Florida off Lee blvd. near walmart"
TacoBellTeam,2022-06-02 10:43:08.609010,@118660 Thanks for letting us know. We're on it.
118660,2022-06-02 10:43:08.711527,What in gods name is this....!! @118625 I ordered 2 soft tacos w/ extra cheese. Where's the lettuce?? #really ? https://t.co/SkMrYYblUN
TacoBellTeam,2022-06-02 10:43:08.813836,@118661 We can help. DM us. https://t.co/FUsmRWStIs
118661,2022-06-02 10:43:08.923169,@118625 I won a xbox one x. How do I know if I'm a verified winner
TacoBellTeam,2022-06-02 10:43:09.025293,@118662 We want to talk. DM us.
118662,2022-06-02 10:43:09.127818,@TacoBellTeam PLEASE train your people in Jonesboro AR better. Being VERY rude to me for a problem I DID NOT cause is unacceptable.
TacoBellTeam,2022-06-02 10:43:09.229757,@118663 That's not okay. Where did you get this?
118663,2022-06-02 10:43:09.331273,"Why does @TacoBellTeam never make my burrito right when I order online? Order Fresca, has chz and cream when I realize down the road :("
TacoBellTeam,2022-06-02 10:43:09.432119,@118664 This isn't okay. Where did you get this?
118664,2022-06-02 10:43:09.533057,@TacoBellTeam DM’d you. Other than this my order was great was just a little shocked when I looked at it. Should’ve noticed right away and had it fixed
118664,2022-06-02 10:43:09.634593,@118625 is it normal to not get a full cup when your order iced coffee #feelingshortchanged https://t.co/JhSH1DEJ1S
TacoBellTeam,2022-06-02 10:43:09.735772,"@118665 Hang tight, Daniel. It should come soon."
118665,2022-06-02 10:43:09.838146,"@118625 I'm seeing some people who won their Xbox after me are getting shipping info, should I be worried if I've not gotten anything?"
TacoBellTeam,2022-06-02 10:43:09.939820,@118666 That's not cool. Where did you get this?
118666,2022-06-02 10:43:10.041789,"@TacoBellTeam Bozeman, Montana"
TacoBellTeam,2022-06-02 10:43:10.146994,"@118666 Thanks, Josh. We're on it."
118666,2022-06-02 10:43:10.249330,Something seems wrong here @118625 https://t.co/LeVSugRnKe
TacoBellTeam,2022-06-02 10:43:10.352660,@118667 Oh no. Where did this happen?
118667,2022-06-02 10:43:10.461760,@TacoBellTeam Harbor city!
118667,2022-06-02 10:43:10.566778,@118625 went to taco bell last night and they forgot my two soft tacos :(
TacoBellTeam,2022-06-02 10:43:10.669850,@118668 Let's talk. DM us.
118668,2022-06-02 10:43:10.774125,When you order a cheese mini quesadilla &amp; get a flour tortilla .. @118625 https://t.co/xCZg5IcRWJ
TacoBellTeam,2022-06-02 10:43:10.875986,@118669 That's not okay. DM us.
118669,2022-06-02 10:43:10.979493,"Went to @118625 tonight, drove all the way home, &amp; they forgot my cheesy roll up. Disappointed to say the least."
TacoBellTeam,2022-06-02 10:43:11.080558,@118670 That's not cool. Where did this happen?
