author_id,created_at,text
VerizonSupport,2022-06-02 10:27:23.037725,"@115723 Do you have our Fios service?  When services go out, does the internet light on the router change color? ^BCW"
115723,2022-06-02 10:27:23.138760,@VerizonSupport Yep
VerizonSupport,2022-06-02 10:27:23.239620,"@115723 Are all your services cutting out?
^ACM"
115723,2022-06-02 10:27:23.342862,@VerizonSupport Cuts out every 20 minutes this is ridiculous
VerizonSupport,2022-06-02 10:27:23.443573,@115723 What did we do to make you feel this way and how can we fix things between us? ^KMG
115723,2022-06-02 10:27:23.544310,@115722 is the worst ISP I’ve ever had
VerizonSupport,2022-06-02 10:27:23.646141,"@115724 In what area are you located? All of your services are down at this time?
^HSB"
115724,2022-06-02 10:27:23.748302,".@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?"
VerizonSupport,2022-06-02 10:27:23.849415,"@115727 Which app are you referring too? 
^ACM"
115727,2022-06-02 10:27:23.951073,@115725 fix your app it won't even open
ChipotleTweets,2022-06-02 10:27:24.052106,@115728 I still think you look great! -Becky
115728,2022-06-02 10:27:24.153531,@ChipotleTweets @ChipotleTweets Becky is very nice
115728,2022-06-02 10:27:24.254282,"@ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn"
ChipotleTweets,2022-06-02 10:27:24.355698,@115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky
115729,2022-06-02 10:27:24.456568,@ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭
ChipotleTweets,2022-06-02 10:27:24.559814,@115730 Hopefully we'll get there at some point! -Becky
115730,2022-06-02 10:27:24.661604,hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise
ChipotleTweets,2022-06-02 10:27:24.762602,@115731 Guac on! I'm happy it was such a great experience. -Becky
115731,2022-06-02 10:27:24.864195,"@ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, everyone was kind!"
ChipotleTweets,2022-06-02 10:27:24.968525,@115731 It's because you're smart. -Tara
115731,2022-06-02 10:27:25.069523,When you're the only one in costume #boorito @ChipotleTweets
ChipotleTweets,2022-06-02 10:27:25.170444,@115732 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
115732,2022-06-02 10:27:25.271302,@ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdUct
ChipotleTweets,2022-06-02 10:27:25.372656,@115733 Nope! Still just the $3. -Becky
115733,2022-06-02 10:27:25.473378,"@ChipotleTweets If you get queso or quac on you're bowl, its extra?"
ChipotleTweets,2022-06-02 10:27:25.577338,Just stop by in costume 10/31 3pm-close. Official rules: https://t.co/1HmW7QxwEh https://t.co/Wn0xErxC2z
ChipotleTweets,2022-06-02 10:27:25.678306,"@115734 I mean, Boorito is basically the adult version of Halloween... -Becky"
115734,2022-06-02 10:27:25.779270,"Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleTweets 👻 I got mine earlier, did you?"
ChipotleTweets,2022-06-02 10:27:25.881133,@115735 I'm so glad we could help. Who did you work with? I'd like to share the praise. -Becky
115735,2022-06-02 10:27:25.982616,@ChipotleTweets Thank you @ChipotleTweets for resolving my issue so quickly!! Y’all are the best ☺️ #fanforlife
115735,2022-06-02 10:27:26.084168,So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice
ChipotleTweets,2022-06-02 10:27:26.187827,@115736 All of our U.S. locations are participating! -Becky
115736,2022-06-02 10:27:26.288791,"Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to make sure, they’re doing it @ select ones"
ChipotleTweets,2022-06-02 10:27:26.389817,@115737 My apologies for that. Just sent you a DM to help. -Becky
115737,2022-06-02 10:27:26.493027,"@ChipotleTweets Tried, didn't work. How rude :/"
ChipotleTweets,2022-06-02 10:27:26.594636,@115737 Give it a try. -Tara
115737,2022-06-02 10:27:26.696667,@ChipotleTweets can I dress up as myself and still qualify for a BOORITO?
ChipotleTweets,2022-06-02 10:27:26.797806,"@115738 That's the best kind of trick-or-treating. All treats, my friend. -Becky"
115738,2022-06-02 10:27:26.898797,"Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back home. @ChipotleTweets"
ChipotleTweets,2022-06-02 10:27:27.001158,@115739 That's incredibly concerning. Please provide more details so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky
115739,2022-06-02 10:27:27.102229,@ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr
ChipotleTweets,2022-06-02 10:27:27.203397,@115740 Bummer. I'm so sorry. How far away is the closest location? -Becky
