author_id,created_at,text
nationalrailenq,2022-06-02 10:33:00.019218,@116783 These service appear to be running fine this coming Sunday
116783,2022-06-02 10:33:00.120144,"@nationalrailenq hi all, what’s the score with Liverpool Lime Street on Sunday, is it open or a bus ride from elsewhere. Thanks."
AirAsiaSupport,2022-06-02 10:33:00.221060,"@116784 Hi There, we has respond you via DM, see you there!- Anwar"
116784,2022-06-02 10:33:00.322197,@AirAsiaSupport activated the E-Gift voucher but I didn't receive any email as it mentioned. How long will it take to process?
ArgosHelpers,2022-06-02 10:33:00.423827,"@116785 Hi, I am not familiar with this catalogue what was the title of it please? Laurence."
116785,2022-06-02 10:33:00.524939,@ArgosHelpers It's called Argos Home. I had an email asking if I wanted one. Had one last year too. It's not that thick just has furniture in.
ArgosHelpers,2022-06-02 10:33:00.629867,@116785 You can check our website for all our offers and stock. Marc
116785,2022-06-02 10:33:00.731445,@ArgosHelpers That wasn't my question. In the home catalogue there was vouchers for an extra £20 off. I was wondering if you could help me with the codes.
ArgosHelpers,2022-06-02 10:33:00.832294,"@116785 There is a Furn20 code running at the moment
(save 20% when you spend over £200 on indoor furniture)"
116785,2022-06-02 10:33:00.933428,@ArgosHelpers This voucher was in addition to that...
ArgosHelpers,2022-06-02 10:33:01.034567,@116785 Can you send me the email please asking if you want one
116785,2022-06-02 10:33:01.135619,@ArgosHelpers I deleted it 😕
ArgosHelpers,2022-06-02 10:33:01.236634,@116785 Can you un delete it. Check the deleted folder
116785,2022-06-02 10:33:01.337945,"@ArgosHelpers I'll have to check on laptop when I get home from work, it's not in my deleted folder on phone."
ArgosHelpers,2022-06-02 10:33:01.440491,"@116785 ok but i dont think there are any additional vouchers in this one, this year. Marc"
116785,2022-06-02 10:33:01.541246,"@ArgosHelpers There definitely was, they were in card,  to use in store or online. There was 2 of them."
116785,2022-06-02 10:33:01.642157,@ArgosHelpers hi I received a home catalogue with an extra voucher in to use. I can't find it. 😔 Are you able to help with the codes?
ChipotleTweets,2022-06-02 10:33:01.742884,@116786 Sorry we ran out of some essentials. Where did you visit? -Jen
116786,2022-06-02 10:33:01.843889,@ChipotleTweets
116786,2022-06-02 10:33:01.945549,When you go to chipotle and there out of guacamole and there out of forks so you have to eat with a spoon 😂 https://t.co/UC0aHJ66uN
Uber_Support,2022-06-02 10:33:02.046166,@116787 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.
116787,2022-06-02 10:33:02.147476,@Uber_Support Responded 45minutes ago...
116787,2022-06-02 10:33:02.248153,@Uber_Support Already responded. No response. New order is 30minutes late. @116788 would do a better job. Using them from now on. Loyal customer just lost.
Uber_Support,2022-06-02 10:33:02.349042,@116787 Happy to take a look. Send us a DM (direct message) with your email address so we can connect.
116787,2022-06-02 10:33:02.452494,@115873 4 tweets and no customer service response. Ridiculous. Absolutely shocking for an “elite” customer service app. No wonder people are streaming to other apps
ChipotleTweets,2022-06-02 10:33:02.553441,"@116789 I'm sorry you're going to miss it! I know you'll find a new favorite soon, though. -Jen"
116789,2022-06-02 10:33:02.654566,"I’m bummed, @ChipotleTweets is no longer serving chorizo. 😪"
ChipotleTweets,2022-06-02 10:33:02.756324,@116790 I'm sorry you're going to miss it. I hope you can find your new fave soon! -Jen
116790,2022-06-02 10:33:02.858057,Went to @ChipotleTweets today and was informed that #chorizo is no more.. my heart is broken.. how do I carry on.. 😔😞😩
ChipotleTweets,2022-06-02 10:33:02.958922,@116791 That's unfortunate. How would we be able to help? -Jen
116791,2022-06-02 10:33:03.060091,@ChipotleTweets this man is sleeping with my wife help https://t.co/VxSgnxYRLq
ChipotleTweets,2022-06-02 10:33:03.161152,@116792 I'm sorry that happened. Do you happen to have the address of that restaurant so I can follow up with the right team? -Jen
116792,2022-06-02 10:33:03.262087,"@ChipotleTweets 12478 old us 35 nw, jeforsonville Ohio 43128"
ChipotleTweets,2022-06-02 10:33:03.362778,@116792 Thanks. I'll get in touch with our team. -Jen
116792,2022-06-02 10:33:03.464093,@ChipotleTweets in Jeffersonville no forks or guacamole #annoyed
ChipotleTweets,2022-06-02 10:33:03.564976,@116793 I'd call that a salsa sista. -Jen
116793,2022-06-02 10:33:03.666476,This is why I love my sister @ChipotleTweets @116794 https://t.co/YGBqETYNVZ
ChipotleTweets,2022-06-02 10:33:03.767579,@116795 We really appreciate you letting us know. I know things will turn around soon. -Jen
116795,2022-06-02 10:33:03.871864,@ChipotleTweets Will I hear back from someone on the money I've paid for things I haven't gotten at some point?
ChipotleTweets,2022-06-02 10:33:03.973020,@116795 You should hear back either tomorrow or Monday. -Jen
116795,2022-06-02 10:33:04.074617,"@ChipotleTweets Jen, I just submitted feedback. You all need to find a way to do better Quality Control on app orders, this sort of thing happens way too often. You all as a company are better than this!"
ChipotleTweets,2022-06-02 10:33:04.175969,@116795 I'm sorry to hear that. Can you please let our team know at the link?  https://t.co/0f6pFdYU9j -Jen
116795,2022-06-02 10:33:04.276915,"@ChipotleTweets app order messed up AGAIN. I paid Xtra 4 dbl meat n ordered a salad. 4th time. I want compensation, ive lost $18 to your errors in last few months. https://t.co/6GHolsSGm6"
ChipotleTweets,2022-06-02 10:33:04.377862,@116796 I'm really sorry to hear about this. I'll follow up with our team so we can make your future visits stellar! -Jen
116796,2022-06-02 10:33:04.479374,@ChipotleTweets Thank You!
116796,2022-06-02 10:33:04.580387,"@ChipotleTweets your Anthony Dr Champaign IL location isn’t helping your brand experience. Unprepared staff, had to ask if more veggies were being prepared 3 times &amp; then watched veggies cook for under 90 seconds before hitting the line. Can you help make this place better?"
ChipotleTweets,2022-06-02 10:33:04.684560,@116797 I know the feeling. -Jen
116797,2022-06-02 10:33:04.785596,My car drives itself to @ChipotleTweets these days
ChipotleTweets,2022-06-02 10:33:04.886236,@116798 I'm really sorry that happened. please reach out to our team at the link:  https://t.co/0f6pFdYU9j -Jen
116798,2022-06-02 10:33:04.987627,"@ChipotleTweets put a piece of chicken in my burrito, i’m a vegetarian smh https://t.co/PnzHj4urek"
ChipotleTweets,2022-06-02 10:33:05.088994,@116799 I'll go ahead and follow up with our team there. I'm glad you still enjoyed it though! -Jen
116799,2022-06-02 10:33:05.190090,"@ChipotleTweets Findlay, OH. Cashier asked mgr when I questioned bill. To their credit the cashier and line were friendly, food was good."
ChipotleTweets,2022-06-02 10:33:05.294767,"@116799 Rice, sour cream, and cheese should be a three-pointer. Where did this happen? -Jen"
116799,2022-06-02 10:33:05.396472,"Hey @ChipotleTweets question. Rice. Sour. Cheese. One store it’s always a veggie 3-pointer, just visiting another location and they said cheese is 2 points so w/rice +1 sour +1 it’s a veggie bowl? Been getting a good deal at reg store or is that really 4 points?"
ChipotleTweets,2022-06-02 10:33:05.497567,@116800 That's the truth. It's just such a great option! -Jen
116800,2022-06-02 10:33:05.599356,"If you are in an airport, that @ChipotleTweets line is out the door."
ChipotleTweets,2022-06-02 10:33:05.700422,@116801 I'm sorry to hear that. Please always feel free to ask for a bit more. -Jen
116801,2022-06-02 10:33:05.801481,@ChipotleTweets in Pico Rivera making bowls half full and burritos look like taquitos smh
AskAmex,2022-06-02 10:33:05.902431,@116802 Enjoy the Nov/Dec 2017 issue!!
116802,2022-06-02 10:33:06.003881,@AskAmex @237 Excited to dig into this New York issue! https://t.co/er8hvjpFcu
AskTarget,2022-06-02 10:33:06.105176,@116803 We suggest you contact the store location that called. Thanks!
116803,2022-06-02 10:33:06.207801,@AskTarget Yep. Tried all day. No one answers and can't leave a message. Hope Jessi knows to show up tomorrow in khakis and a red top!
116803,2022-06-02 10:33:06.308721,@116062 You have a new team member starting tomorrow and called the wrong person about orientation! Someone DM me. We can't get in touch.
CenturyLinkHelp,2022-06-02 10:33:06.409782,"@116804 I apologize for any confusion, What part of our Price for Life are you getting different information about? -Chris"
116804,2022-06-02 10:33:06.511551,@116072 How long you gonna lie about your Price for Life deal?  I've dealt w/ 12+ ppl and they keep changing the rules on me.  Not cool
CenturyLinkHelp,2022-06-02 10:33:06.612364,@116805 Hello! Will you please DM us with your account number so we can better assist you? -Wayne
116805,2022-06-02 10:33:06.713652,"@116072 when will we have internet? It's been 2+ months, and we were told it was happening Mon or Tue. Tue evening and still no tech!"
