author_id,created_at,text
115856,2022-06-02 10:28:00.032740,@AppleSupport Just sent you all my DM
115856,2022-06-02 10:28:00.134825,"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?"
AppleSupport,2022-06-02 10:28:00.236173,@115857 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT
115857,2022-06-02 10:28:00.337134,@AppleSupport This is what is happening... https://t.co/X3SZSJXfAT
AppleSupport,2022-06-02 10:28:00.438469,"@115857 Fill us in on what is happening, then we can help out from there."
115857,2022-06-02 10:28:00.542090,Tf is wrong with my keyboard @115858
AppleSupport,2022-06-02 10:28:00.643703,@115859 We've received your DM and will continue there.
115859,2022-06-02 10:28:00.745439,@AppleSupport are the call centres closed for the night?
AppleSupport,2022-06-02 10:28:00.846461,@115859 What's going on? We're hapy to help if we can. https://t.co/GDrqU22YpT
115859,2022-06-02 10:28:00.948237,@115858 @AppleSupport hello are all the lines closed for tonight #help
AppleSupport,2022-06-02 10:28:01.049429,"@115860 Reach out to us via DM, and we can take a look at this with you. https://t.co/GDrqU22YpT"
115860,2022-06-02 10:28:01.152601,@115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.
115861,2022-06-02 10:28:01.253770,@115862 @AppleSupport I will!
115862,2022-06-02 10:28:01.354867,@AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!
AppleSupport,2022-06-02 10:28:01.456303,"@115861 You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT"
115861,2022-06-02 10:28:01.557251,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7"
AppleSupport,2022-06-02 10:28:01.658349,@115863 Go ahead and send us a DM please. Let us know the country you're in.
115863,2022-06-02 10:28:01.759153,@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?
