author_id,created_at,text
116957,2022-06-02 10:34:00.031164,"Heading home from #Thanksgiving vacation down in Tampa Florida with friends!  Had a great time, flew @AlaskaAir as always! Back to Seattle to the rain! #MVP #iflyalaska https://t.co/03ArS3nrdB"
AlaskaAir,2022-06-02 10:34:00.131947,"@116958 Thank you for sharing, Eric! I love hearing stories like this about our team :) Thanks for flying with us! -Sara"
116958,2022-06-02 10:34:00.232651,Captain of our Alaska flight just called a Korean war vet up to the cockpit to thank him for his service. Good stuff. #AlaskaAir
AlaskaAir,2022-06-02 10:34:00.333902,@116959 I'm thinking since we only have that one flight a day. The plane comes in from Seattle. Deplanes and re-boards with new guests. All the crew and agents are ready to go! We like flying and we love being on time! -Tara
116959,2022-06-02 10:34:00.436267,"@AlaskaAir Yeah just curious why boarding always happens extra early at IND. Been almost ""late"" to door closure at 45+ min prior to departure. Not a problem at SEA closer to 30 min"
AlaskaAir,2022-06-02 10:34:00.537193,"@116959 Yeah, looks about 3 mins behind schedule.  -Tara"
116959,2022-06-02 10:34:00.637890,@AlaskaAir Not sure. In the back of the plane but heard an announcement about doors closing. Still sitting at the gate past departure time. Finally turned on A/C
AlaskaAir,2022-06-02 10:34:00.739332,"@116959 Hey, do I understand that the flight is closed already? -Tara"
116959,2022-06-02 10:34:00.840430,@AlaskaAir why does flight 501 IND-SEA always have final boarding called at the listed START boarding time? Currently sitting at the gate with doors closed for 30+ min. Not the first time on this flight number
AlaskaAir,2022-06-02 10:34:00.942709,"@116960 @116961 Hey, great question, and I honestly knot sure if we will stay or go.  -Tara"
116960,2022-06-02 10:34:01.043269,"Always appreciate the @116961 gangsta bear to welcome me back home. @AlaskaAir, thoughts on keeping these friendly cuties? https://t.co/U7QfAH43be"
AlaskaAir,2022-06-02 10:34:01.144167,@116962 Great flights and views! #MostWestCoast #BetterTogether -Tara
116962,2022-06-02 10:34:01.244867,"Chicago. 
#chicago #alaskaair #flyalaska #sunset #lakemichigan https://t.co/KqeyGGN1zl https://t.co/enMbyfzBuw"
AlaskaAir,2022-06-02 10:34:01.346025,"@116963 Hi Jim, can you DM me your confirmation code and some more information about what happened? -Sara https://t.co/t4ooDR29zz"
116963,2022-06-02 10:34:01.446855,"On my return leg on my 1st @AlaskaAir trip, I just had the worst ""check in"" experience in my years of commercial flying. No staff at DTW counter when kiosk advises you see customer service agent since machine was unable to print boarding pass. It gets worse..."
SouthwestAir,2022-06-02 10:34:01.549114,"@116964 No tricks and all treats with us, Michelle! Thanks for choosing Southwest. ^LB"
116964,2022-06-02 10:34:01.650139,Thanks @SouthwestAir for the Halloween candy and complimentary drinks on today’s flight!
SouthwestAir,2022-06-02 10:34:01.752615,"@116965 Sounds like a home run, Travis! Glad we could get you where you need to be Safe and sound. ^SL"
116965,2022-06-02 10:34:01.853508,Shout out to @SouthwestAir for a flight to Midland that lands right at 7:30 so I won’t miss the #WorldSeries
hulu_support,2022-06-02 10:34:01.954484,"@116966 Hey, Cheryl! Our team is aware of this and looking into making those 5 episodes available on all devices ASAP!"
116966,2022-06-02 10:34:02.055372,@hulu_support #Blindspot season two only goes to ep17? Despite there being more eps but then s3e1 is up?
hulu_support,2022-06-02 10:34:02.157167,"@116967 We're sorry to hear this! If you're having any issues, please let us know the details and the device in use. We're here to help."
116967,2022-06-02 10:34:02.257961,@hulu_support Your support SUCKS!!!
