author_id,created_at,text
118254,2022-06-02 10:41:00.085665,@UPSHelp I’ve been wanting for you guys to call me!
118254,2022-06-02 10:41:00.187467,@UPSHelp I need my shit ! Now
118254,2022-06-02 10:41:00.289943,@UPSHelp I need the person who said I would get a call back today to fucking call!
118254,2022-06-02 10:41:00.394784,@UPSHelp I want my package your lazy ass delivery driver left at another person apartment! And they have no clue where it is
UPSHelp,2022-06-02 10:41:00.496907,@118254 I apologize for any frustration you may have experienced. If you need further assistance please send us your tracking number in a DM. ^SK https://t.co/wKJHDXWGRQ
Uber_Support,2022-06-02 10:41:00.598903,@118255 Here to help! Send us a note here; https://t.co/rOtqyWzf0B and our team will be able to assist!
118255,2022-06-02 10:41:00.703426,@115873 I have left my key in a taxi and need to get it back
Uber_Support,2022-06-02 10:41:00.805578,@118256 Here to help! Send us a note here; https://t.co/oEOANqFpjc and our team will be able to assist!
118256,2022-06-02 10:41:00.912546,@115873 are a joke mate. Honestly trying to charge me £30 for a taxi to Mint when 10 mins ago it was £8? Sly bastards
Uber_Support,2022-06-02 10:41:01.021966,@118257 We can definitely follow up! Send us a note here: https://t.co/dInR3racif so our team can connect.
118257,2022-06-02 10:41:01.123017,@821 why do i have Uber Navigator Help charges to my account #Canada #unknowncharges #irritated
Uber_Support,2022-06-02 10:41:01.223981,@118258 Happy to help! Find out more info about trip earnings here; https://t.co/DeK1HDLSrG
118258,2022-06-02 10:41:01.325775,@Uber_Support Hi I do not understand how I am suppose to generate my bill for the rides I've got.
UPSHelp,2022-06-02 10:41:01.433051,"@117878 Our tracking system indicates the reason for the delay is the package was left in the hub awaiting the next sorting process, we were unable to process it at the last sort. Regretfully, your new delivery date hasn't updated at this time. LG https://t.co/wKJHDXWGRQ"
Uber_Support,2022-06-02 10:41:01.536059,@118259 Here to help! Send us a DM with your email address with more info so we can assist.
118259,2022-06-02 10:41:01.642143,@Uber_Support my ubereats promo code isn't working for others
Ask_Spectrum,2022-06-02 10:41:01.745496,@118260 Has your service been disconnected? I can check the account if you could DM your address or account number. ^PS
118260,2022-06-02 10:41:01.853209,Temporary experiencing life without internet. I️ can’t work in my office and I️ can’t pay for things in the shop. @Ask_Spectrum how soon can you resume service?
Tesco,2022-06-02 10:41:01.953885,"@118261 Hi Laura, was you looking to order in store or online? TY - Chris"
118261,2022-06-02 10:41:02.057296,@Tesco I can order the right size in Morrisons but would prefer to use yourselves!
Tesco,2022-06-02 10:41:02.161010,@118261 Hi Laura. Thank you for contacting us. What store were you looking to purchase your turkey? Many thanks - Amanda
118261,2022-06-02 10:41:02.268621,"@Tesco It would be the Talbot Green extra, South Wales."
Tesco,2022-06-02 10:41:02.372545,"@118261 Hi Laura, sorry to be a pain, which turkey would you prefer from the magazine? Then we can look further into this :)Ty, Andy"
118261,2022-06-02 10:41:02.479495,@Tesco Was looking at the fresh whole turkey (£4 per kg) or the finest British free range bronze (£7 per KG)
118261,2022-06-02 10:41:02.590547,"@Tesco Preferable in store along with my pigs in blankets etc, picked up the festive food brochure but no turkeys smaller than a medium!"
118261,2022-06-02 10:41:02.692233,@Tesco Can the 3-4 people size be preordered for xmas collection?
Tesco,2022-06-02 10:41:02.795849,"@118261 Hi Laura, we have a wide variety of sizes in store and online from sizes serving 3-4 people to 15-16 people.Hope this helps. Ty-Brian"
118261,2022-06-02 10:41:02.896694,"@Tesco just picked up your festive food brochure, won’t be ordering from you again this year as you only seem to do turkeys for footy teams"
ChipotleTweets,2022-06-02 10:41:02.997899,@118262 I'm sorry for the trouble. Care to share details while I have you here?-Jen
118262,2022-06-02 10:41:03.099059,@ChipotleTweets Can you send me a DM please
118262,2022-06-02 10:41:03.200935,"@ChipotleTweets 2 for 2 in bad pickup order experiences with the app. No way to give feedback on orders, and contact form on https://t.co/dPk4cROuj0 takes too long to fill out.  You probably miss thousands of complaints about pickup order system problems."
Delta,2022-06-02 10:41:03.302246,@1952 Sorry for the trouble! We will pass along the feedback.  *HVI
1952,2022-06-02 10:41:03.413363,"Hey @Delta iPads can message, you know? Why isn’t the “free messaging” option on flights offered for them?"
Delta,2022-06-02 10:41:03.516599,@118263 Oh no! My apologies for that delay. What flight number number you speaking of and I will be glad to take a look? *HRO
118263,2022-06-02 10:41:03.619213,@Delta Flight #0080
Delta,2022-06-02 10:41:03.725068,@118263 My apologies for that delay and it looks like at this time it is planned to depart at aprox 9:40 pm. Thank you.  *HRO
118263,2022-06-02 10:41:03.834908,Nothing like a delay to Boston on @Delta because someone didn’t get the right paperwork done out of maintenance. Hopefully we leave soon!
Delta,2022-06-02 10:41:03.936474,@118264 So sorry to hear about the delay. Please DM your confirmation # so that we can look into this. *AJC
118264,2022-06-02 10:41:04.048291,"yet ANOTHER flight delay, and now I won't be getting home until midnight. I want 7 hours of my life back, @Delta."
SpotifyCares,2022-06-02 10:41:04.157518,"@118265 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JS"
118265,2022-06-02 10:41:04.263364,@118266 halo skrg kok udh gak ada pilihan bayar pakai pulsa ya untuk berlangganannya?
comcastcares,2022-06-02 10:41:04.369097,@115898 I'm glad to hear that and we are here 24/7 for assistance in the future! ~AT
115898,2022-06-02 10:41:04.473498,"Just a shout out to @comcastcares .. it may have taken a bit, but I gotta say some rather helpful employees did in fact make a difference for me today. Ty!👍👏😊"
comcastcares,2022-06-02 10:41:04.576915,"@118267 address, and account number so I can assist further with this issue. Thanks! -KW"
118267,2022-06-02 10:41:04.678994,@comcastcares 92 James Ave Tewksbury
118267,2022-06-02 10:41:04.780554,"How is it #xfinity #comcast had our cable fixed yesterday, and now it’s out again?? Should have stayed with #Verizon 😕"
comcastcares,2022-06-02 10:41:04.881550,"@118267 Hi, I can definitely look into your cable concerns and see what I can do to help. Please send a DM with your full name,"
comcastcares,2022-06-02 10:41:04.990300,"@118268 If you change your mind, please reach out. -MV"
118268,2022-06-02 10:41:05.093503,Comcast you SUCK!! Your customer service SUCKS!!!You new Xfinity X1 platform sucks!! Will you ever fix my bill and deliver what you promised
TMobileHelp,2022-06-02 10:41:05.195448,"@118269 We want your experience with us as perfect as you, boo! What's going on? Let us know in DM so we can make it better. 😘 *TarynS"
118270,2022-06-02 10:41:05.296791,@TMobileHelp @118269 Isn't tmobile buying out sprint? Lol
118269,2022-06-02 10:41:05.399931,@118270 @TMobileHelp I don’t know I just wanted to win lol
TMobileHelp,2022-06-02 10:41:05.501317,@118269 Happy Halloween Jackqueline! Wanna meet me in the Dms? https://t.co/sBIVWmm6X2 *EddieGough
118269,2022-06-02 10:41:05.605689,@TMobileHelp If you’re Gunna give me tickets to London then yes 😇
TMobileHelp,2022-06-02 10:41:05.706700,@118269 Maybe nice a trip but we still have other T-Mobile Tuesday offers 😁 https://t.co/sBIVWmm6X2 *EddieGough
118269,2022-06-02 10:41:05.807645,@115911 FAKE NEWS! Switching to sprint bye 👋🏽
