author_id,created_at,text
comcastcares,2022-06-02 10:38:00.071246,@117682 Hello there should be an auto extend feature for sports recordings. - Matt
117682,2022-06-02 10:38:00.174345,@comcastcares that feature used to be there - not now :-(
comcastcares,2022-06-02 10:38:00.275260,@117682 Try to set the recordings up individually instead of a series. Should give you an option to record an extra hour and 30 minutes. -ZC
117682,2022-06-02 10:38:00.376379,@115900 DVR will only let me add max 30 minutes to the 3 hour #worldseries broadcast. seems reasonable probably won’t miss anything.
comcastcares,2022-06-02 10:38:00.478608,@117683 Please DM so we can further assist you. -DP
117683,2022-06-02 10:38:00.582505,@comcastcares How’s that research going? My internet still going down regularly. https://t.co/VqX0XwaFdq
comcastcares,2022-06-02 10:38:00.685975,"@117683 Hello, let me do some research on the account to see what is causing this problem. Please DM for assistance, thank you. -DP"
117683,2022-06-02 10:38:00.787147,"@comcastcares for the last two weeks, my connection periodically goes down for 4-5 minutes at a time. I've rebooted my modem regularly &amp; your tech support hasn't been able to help. https://t.co/WQXyPOMsPq"
comcastcares,2022-06-02 10:38:00.888100,"@117684 I see that you've recently posted about your Comcast services, DM your account # so I can look into this &amp; speak privately. ~DB"
117684,2022-06-02 10:38:00.994203,No #tvinternetphone service for over 24 hours! I'm disappointed in your customer service and ability to resolve this issue @115900
comcastcares,2022-06-02 10:38:01.095867,@117685 Can you please DM us your account info so we can check the status of this for you? -FRL
117685,2022-06-02 10:38:01.197677,Cable been out since I️ got home. Y’all trippin @116136
TMobileHelp,2022-06-02 10:38:01.299729,@117686 Thank you so much for the DM! Your #MagentaHero is on the way! https://t.co/i0i27Ors9t *AdamJudge
117686,2022-06-02 10:38:01.405121,@TMobileHelp Hi there.. I sent some DMs and need some serious help with my bill and autopay issues.  Thank you.
TMobileHelp,2022-06-02 10:38:01.507194,"@117687 Hey buddy, we would hate to see you leave! Send me a DM so we can talk about it. https://t.co/D4NKjg57yo *SultanGardezy"
117687,2022-06-02 10:38:01.608382,@TMobileHelp thinking of leaving tmobile.. for@AT&amp;T
TMobileHelp,2022-06-02 10:38:01.714705,"@117688 Joining the #MagentaFamily would be the best treat of the night! Send us a DM, and we can make sure you're saving $$. 😄 *TarynS"
117688,2022-06-02 10:38:01.815709,"@TMobileHelp Looking for the best deal on an S8, I8 or HTC U11.  Longtime Verizon customer."
TMobileHelp,2022-06-02 10:38:01.917746,@117688 You've come to the right place! Can you please DM me via this link https://t.co/A2kWVVGFXO so we can talk? *JonathanMacInnes
117688,2022-06-02 10:38:02.023674,@115911 @ATT @115714 @115725 .  I currently have Verizon and due for an upgrade. They won't give me a deal.  Give me a good deal and I switch tomorrow.
TMobileHelp,2022-06-02 10:38:02.124892,@117689 We appreciate you bringing this to our attention. Please DM us. We're happy to help. *GiselleM
117689,2022-06-02 10:38:02.226710,@115911 why is your network sucking in the middle of NYC tonight????
TMobileHelp,2022-06-02 10:38:02.329966,"@117690 Hey bro! Send me a DM, I got you 100% - https://t.co/UOOUCn8nWm *JeremyKelley"
117690,2022-06-02 10:38:02.430941,@115911 @TMobileHelp y’all just pissed me off and I’m highly disappointed with the customer service been with y’all over 16 years FIX THIS!
TMobileHelp,2022-06-02 10:38:02.534972,@117691 Whats going on Sophia? DM us and we'll check this out! *MelJ
117691,2022-06-02 10:38:02.636227,"@TMobileHelp That was a terrible 2 hr customer service experience, was transferred internally to an expired #, 6 transfers 2 dropped calls."
117691,2022-06-02 10:38:02.737586,"@TMobileHelp I don’t have words for how frustrated I am by the lack of professionalism, accountability, and ability to resolve the problem."
TMobileHelp,2022-06-02 10:38:02.839023,@117691 Let's turn this around for you right away! Shoot us a DM and we can help! https://t.co/znHA9pL0mM *BrendanLee
117691,2022-06-02 10:38:02.939976,"@TMobileHelp I’ve been down this rabbit hole before... sending another DM, 🤞🙏"
TMobileHelp,2022-06-02 10:38:03.041042,@117691 Thank you for sending that DM Sophia! I will meet you back in the DM's right now! *BrendanLee
117691,2022-06-02 10:38:03.147070,@TMobileHelp Brendan transferred me (7th time tonight). The next person kept me up until 1am only to tell me he lacks credentials to place the order.
117691,2022-06-02 10:38:03.248487,"@TMobileHelp Tried to have me call sales (which would’ve made for 3rd time tonight). Two month delay on my phone, lot of excuses/passing around, no help."
TMobileHelp,2022-06-02 10:38:03.350487,@117691 I definitely want to help you out today! Meet me back in the DM's! :) #GotYourBack https://t.co/oNgSAZYqFR *JawedK
117691,2022-06-02 10:38:03.456743,"@TMobileHelp I feel like you guys have ruined the X for me, by the time I get it, it won’t be a year until the upgrade so I’ll be out more $ and behind."
117691,2022-06-02 10:38:03.558616,"@TMobileHelp Top that off, earliest I can get the phone now is mid December, can’t confirm the date enough to know which side of the country I’ll be on."
117691,2022-06-02 10:38:03.659449,"@115911 I was first in your store on the 27th, it’s a shame the e-sig isn’t an electronic form signed in stores, lot of time/energy wasted. 😞"
115911,2022-06-02 10:38:03.762587,"@117691 Sophia, we realize this is an exciting time. I'm glad to hear we now have your e-signature and your order is on the way. *GiselleM"
117691,2022-06-02 10:38:03.863620,iPhone X order cancelled. Email e-sig = bad UX. Now I have to wait another month. You’re killing me @115911 😤📲🔪💔
TMobileHelp,2022-06-02 10:38:03.966453,@117692 Give us a DM and I can look into that for you :) *FabbyCeja
117692,2022-06-02 10:38:04.067429,"What’s wrong with my service @TMobileHelp. Yes, my bill is paid."
AmericanAir,2022-06-02 10:38:04.170751,"@117693 We're thrilled you had the real American experience today, John! Thanks for your loyalty."
117693,2022-06-02 10:38:04.271700,"AA1008 - awesome job guys. On time departure, great service, arrived early. Thank you @AmericanAir"
AmericanAir,2022-06-02 10:38:04.372875,"@117694 We're glad we could help! We're here anytime, Curtis."
117694,2022-06-02 10:38:04.474133,"To be fair, I got much better service through twitter than I did previously over the phone. Thanks @comcastcares and @AmericanAir https://t.co/MmzxOrmMIR"
AmericanAir,2022-06-02 10:38:04.575027,@117695 We're excited to have you on board! Thanks for letting us take you on this #AAdventure.
117695,2022-06-02 10:38:04.676813,@AmericanAir Any tips on how to relax on a long haul flight? #nervousflyer
AmericanAir,2022-06-02 10:38:04.779530,"@117695 Wear comfy clothes, stretch prior to boarding and throughout the flight. Also, make sure you drink plenty of water."
117695,2022-06-02 10:38:04.881946,@AmericanAir Cheers!!! See you's in 12 hrs!!
AmericanAir,2022-06-02 10:38:04.985058,@117695 We can't wait!
117695,2022-06-02 10:38:05.086065,Flying @AmericanAir tomorrow to Vegas for @644 big 3.0!!!! Can't wait!
AmericanAir,2022-06-02 10:38:05.187238,@117696 We'd like more info to see if we can help. Please DM your bag file number.
117696,2022-06-02 10:38:05.290391,@AmericanAir sucks!!!!!! So rude! Left my bag somewhere and they wouldn’t help at all! 🤦🏻‍♀️😠👎🏼 kept telling me they didn’t know why!
AmericanAir,2022-06-02 10:38:05.391869,"@117697 Oh my, please DM your record locator and include your email &amp; mailing address. Lastly, provide as many details as possible."
117697,2022-06-02 10:38:05.492948,Hey @AmericanAir! I got food poisoning from your inflight meal on Sunday. Just a heads up in case you want to look in to that. https://t.co/KgiWcryFNY
AmericanAir,2022-06-02 10:38:05.594129,"@117698 We're sorry for the situation, but we're happy you're making the best of it, John. Please let us know if we can help."
117698,2022-06-02 10:38:05.696353,@AmericanAir screwed up. Now me and 12 other recruits are staying the night in Dallas ! Kinda excited
SouthwestAir,2022-06-02 10:38:05.797398,@117699 Woohoo! We can't wait to welcome everyone onboard with us! ^MA https://t.co/xm4YGf6iYf
117699,2022-06-02 10:38:05.899888,#LookingBack Bags are packed!Tomorrow we hop on a @SouthwestAir flight headed for Washington D.C. #EOYDCGoes DC College Tour 2017 you ready? https://t.co/wLEoRNd2e2
SouthwestAir,2022-06-02 10:38:06.002512,@117700 Hi Breanna. Did you file a baggage report with our Agents at the airport? ^MA
117700,2022-06-02 10:38:06.104714,"I’m going to continue to tweet @SouthwestAir until they respond, reach out, and take care of this issue."
SouthwestAir,2022-06-02 10:38:06.209280,@117701 Counting down the minutes until we can welcome you onboard! Glad we get to be a part of the adventure with you. ^SL
117701,2022-06-02 10:38:06.311132,It's official we're going on vacation we're checked into our flight @southwestair
SouthwestAir,2022-06-02 10:38:06.412222,@117702 They call us Southbest for a reason! Glad our Team could make your flight one to remember. ^SL
117702,2022-06-02 10:38:06.514886,A quick shout out to the @SouthwestAir crew member at gate 8 @117551 w/awesome throwback LUV uni #sherocked
ChaseSupport,2022-06-02 10:38:06.615743,"@117703 I'm with Chase and saw your tweet. We always want you to have the best experience possible. Please send us a DM with your name, zip code and more details of what happened. We want to help however we can. ^OP https://t.co/znUu1VJn9r"
117703,2022-06-02 10:38:06.717718,Poor experience with chase visa over the weekend. Customer service satisfaction was way low.
ChipotleTweets,2022-06-02 10:38:06.822977,@117704 Let us know how it goes! -Becky
117704,2022-06-02 10:38:06.924726,Adjusting my life goals to include inventing a device that evenly spreads the ingredients in my burrito cc: @ChipotleTweets
ChipotleTweets,2022-06-02 10:38:07.026577,@117705 What a solid costume idea! Thanks for making the trek. -Becky
117705,2022-06-02 10:38:07.128835,When you dress up and drive an hour away to get a $3 burrito from chipotle ❤️ #truelove @ChipotleTweets https://t.co/SB3CUb2uEg
ChipotleTweets,2022-06-02 10:38:07.231923,@117706 Can these friends help? https://t.co/6Dc3jiaHLj -Becky
117706,2022-06-02 10:38:07.332898,@ChipotleTweets Are they buying?
117706,2022-06-02 10:38:07.434167,Could really go for some @ChipotleTweets but here I am in night class without Chipotle
ChipotleTweets,2022-06-02 10:38:07.539364,@117707 We can't wait to see you and your daughter! Safe travels. -Becky
117707,2022-06-02 10:38:07.640516,@ChipotleTweets It was deliciouso Becky
117707,2022-06-02 10:38:07.741780,@ChipotleTweets my daughter &amp; I are omw #Boorito
