author_id,created_at,text
116231,2022-06-02 10:30:00.087100,@MicrosoftHelps Are you trying to help? Because helping would be trying to shut that down. I’m not looking for avoiding I’m looking for you to deal w/ it.
MicrosoftHelps,2022-06-02 10:30:00.187715,"@116231 Let us guide you to report scams. On the link provided to you. Kindly go to ""How to report tech support scams""."
116231,2022-06-02 10:30:00.288630,"@MicrosoftHelps Thanks for the outstanding assistance, I get it, it is your company that takes the heat for these people hurting your rep"
116231,2022-06-02 10:30:00.389662,@MicrosoftHelps Or even worse hacking them and hurting them. Just trying to show my concern.
116231,2022-06-02 10:30:00.490444,@MicrosoftHelps I apologize for sounding like a jerk but you know they are scamming older people and ripping money off of those who don’t know better
116231,2022-06-02 10:30:00.592299,@MicrosoftHelps Please get back to me immediately this is of the upmost importance
116231,2022-06-02 10:30:00.693224,"@MicrosoftHelps I got a phone call claiming to be you but I discovered they weren’t. The number is +1(818)930-5703
They tried to bribe me."
AdobeCare,2022-06-02 10:30:00.794786,@116232 Can you try turning GPU Performance off in your Illustrator preferences? Let us know if that solves the issue. ^Wren
116232,2022-06-02 10:30:00.895710,and somehow three artboards worth of brush work disappeared twice out of nowhere while I was working on another artboard @116233
AdobeCare,2022-06-02 10:30:00.997222,"@116234 Hi there, it is relatively a new camera and is not supported in Lightroom 6 as of now.   ^Tanuj"
116234,2022-06-02 10:30:01.098605,@115769 will Lr6 support the Sony a7r3?
AdobeCare,2022-06-02 10:30:01.199386,"@116235 Hi there, this feature is not available as of now, please suggest a feature request at: https://t.co/SE1u3g161W .  ^Tanuj"
116235,2022-06-02 10:30:01.301781,"@115769 I can't find the edit filename option on either the cloud, mobile or MAC based version of the new LR CC - it was easy on Classic"
AdobeCare,2022-06-02 10:30:01.402891,@116236 Thanks for the additional information. We're looking into this and will follow up with next steps to try ASAP ^Madison
116236,2022-06-02 10:30:01.503522,@AdobeCare Sorry you misunderstood! Yes using old catalog but imported new A9 files ! Still sllllloooooow
AdobeCare,2022-06-02 10:30:01.604549,"@116236 Hi Paul, could you please import new images from Sony A9 and then see if the previews still take time to generate.  ^Tanuj"
116236,2022-06-02 10:30:01.705179,@AdobeCare Hi apologies for the delay yes it was after migrating to old catalog?
AdobeCare,2022-06-02 10:30:01.805910,"@116236 Hi Paul, Are you facing issue after migrating the Lr catalog to Lightroom CC? Or you have added new images?
^MG"
116236,2022-06-02 10:30:01.906972,"@AdobeCare Yes all files, Mac, El Capitan"
AdobeCare,2022-06-02 10:30:02.007815,@116236 Oh no! It definitely shouldn't be slower- which OS/version are you on? Is this happening with all files? Let us know so we can help ^Madison
116236,2022-06-02 10:30:02.108885,Adobe Lightroom is terrible since updating to CC Classic ! Sony A9 file takes 15sec to load full preview .... #lightroomcc 🤬 https://t.co/gZApJ1z9zn
AdobeCare,2022-06-02 10:30:02.209719,"@116237 Hi Patrick, no ETA to be shared as of now, please suggest it as a feature request at: https://t.co/SE1u3g161W .   ^Tanuj"
116237,2022-06-02 10:30:02.311353,@115769  👋 Any update for when HDR merge and Panorama stitching are coming to Lightroom CC?
AirbnbHelp,2022-06-02 10:30:02.412609,@116238 We would like to look into this for you. Please DM your email address and the reservation code. We are standing by. Thank you.
116238,2022-06-02 10:30:02.516950,Horrible service from @115783 not concerned for our safety and didn’t even listen to our side of the story! https://t.co/XqMrgBfO2N
SW_Help,2022-06-02 10:30:02.618351,"@116239 Hi Simon, I am sorry to hear this. As far as I can see this service to schedule. ^JW"
116239,2022-06-02 10:30:02.719652,@SW_Help Sorry mean 22:11:41
SW_Help,2022-06-02 10:30:02.820881,@116239 https://t.co/v7yVnq2Pc9 ^JW 2/2
116239,2022-06-02 10:30:02.921783,@SW_Help That is not what happened.  Or are the platform clocks slow.  Look at the CCTV
SW_Help,2022-06-02 10:30:03.022927,@116239 Doors close 30 seconds before departure to ensure passenger safety. Please see here for the recorded departure time for this service 1/2
116239,2022-06-02 10:30:03.124579,@SW_Help I was at the door with fifty seconds to spare and it left at 11.41.
116239,2022-06-02 10:30:03.225942,The 22.12 @SW_Help train from Clapham Junction to Surbiton left early.  The only train to be early in weeks. Just as annoying.
XboxSupport,2022-06-02 10:30:03.327211,@116240 then we'd recommend reporting them directly via the console so that the Enforcement team is aware. 2/2 ^JA
XboxSupport,2022-06-02 10:30:03.428793,@116240 Hi there! If an account is not following the Code of Conduct here: https://t.co/hi59usAKGh 1/2 ^JA
116240,2022-06-02 10:30:03.529745,@XboxSupport hey if someone creates a second account so he/she can play worse people because they have a higher skill and don’t want to play those people is that considered cheating??
XboxSupport,2022-06-02 10:30:03.630787,@116241 Hi there! Mind clarifying for us the make/model of the headset that you are using?  ^JA
116241,2022-06-02 10:30:03.732964,@XboxSupport The one you guys give in box at purchase
XboxSupport,2022-06-02 10:30:03.834552,"@116241 Gotcha, let's make sure that your controller is up to date https://t.co/AjbWyIX8UB and see if the headset works then. ^JS"
116241,2022-06-02 10:30:03.935724,A headset should be a simple plug in and go method right? @XboxSupport
nationalrailenq,2022-06-02 10:30:04.036546,@116242 Hi. I can see one train 21 mins late but I currently have no delay info for this service I'm afraid.
116242,2022-06-02 10:30:04.137571,@nationalrailenq hi why are the trains from Manchester Piccadilly to York delayed??
AirAsiaSupport,2022-06-02 10:30:04.238183,"@116243 Hi Ijan :) Yes sure, we has respond you via DM, see you there!-Anwar"
116243,2022-06-02 10:30:04.339471,@AirAsiaSupport saya nak tukar flight sbb reschedule. booking #YIU8NM
ArgosHelpers,2022-06-02 10:30:04.440587,"@116244 Hi Bernio, Was this purchased in store or home delivered? - Daniel"
116244,2022-06-02 10:30:04.541421,@ArgosHelpers I bought it in the Arbroath store last week.
ArgosHelpers,2022-06-02 10:30:04.642952,@116244 You can take it back to store with proof of purchase and they will have a look at it for you. Marc
116244,2022-06-02 10:30:04.744531,@116245 my £180 Ring doorbell is constantly down. Seems now that every Ring doorbell and camera on earth is down. Refund required.
ArgosHelpers,2022-06-02 10:30:04.845455,"@116246 @116247 Hi Jenni, this has 3 magic point locations that are activated by the figures.- Laurence."
116246,2022-06-02 10:30:04.946544,@ArgosHelpers @116247 So if I buy the individual characters they won’t fit?
ArgosHelpers,2022-06-02 10:30:05.047479,"@116246 @116247 I'm afraid not, Jenni, this set comes pre-determined -- Mat"
116246,2022-06-02 10:30:05.148148,@116247 Hi. Am I able to add different characters to this please? https://t.co/imZepbaepE
ArgosHelpers,2022-06-02 10:30:05.249550,@116248 Hi there. It weights just over 15kgs so can be carried. Hope this helps! - Tom
116248,2022-06-02 10:30:05.351292,"@ArgosHelpers Fantastic! I don't have a car. Thank you so much, Tom. I hope you have a good shift"
ArgosHelpers,2022-06-02 10:30:05.452129,@116248 You're welcome. Have a good Halloween! - Tom
116248,2022-06-02 10:30:05.555061,"@116245 
https://t.co/WEHOSemxpf

Do you know how heavy this is? Do you need a car or can I carry it home?"
ArgosHelpers,2022-06-02 10:30:05.655617,"@116249 Hi Tim, Did you purchase this in store or was it for home delivery? - Daniel"
116249,2022-06-02 10:30:05.756589,@ArgosHelpers In store. I needed it urgently as I have to produce paperwork for a solicitor on Nov 1st.  So disappointed.
ArgosHelpers,2022-06-02 10:30:05.858275,"@116249 2/2 alternatively if you would like to return the item to your local store, my colleagues will be happy to help - Paul"
ArgosHelpers,2022-06-02 10:30:05.960568,"@116249 Hi Tim, the software and drivers can be downloaded here: https://t.co/FJie5Y5gb4 the manual can be viewed here: https://t.co/lLm5yp4bj7 1/2"
116249,2022-06-02 10:30:06.061530,Bought an #HPENVY4527 printer 2day: @116245. Waste of £££. Instructions/CD Software doesn't work. Drama getting help online. REFUND! https://t.co/tM9coNavye
Morrisons,2022-06-02 10:30:06.162243,@116250 I'll pass on your feedback. - Kirsty
116250,2022-06-02 10:30:06.264244,@Morrisons Perth.
Morrisons,2022-06-02 10:30:06.364915,"@116250 Thank you Stuart, I'll pass this on - Janay"
116250,2022-06-02 10:30:06.465689,@Morrisons love the new look cafe in my local store. Delightful veggie cajun burger but no brioche bun! 'Twas only a morning roll! https://t.co/kbZynuJ124
Morrisons,2022-06-02 10:30:06.566860,"@116250 Hi Stuart, glad you like the Cafe, sorry about the T- cake, please let me know which store this is and"
Morrisons,2022-06-02 10:30:06.668377,"@116251 Hi Carrie, awwww, they're awesome. Happy Halloween. Mark"
116251,2022-06-02 10:30:06.769251,@Morrisons 🎃🎃 https://t.co/biINVTmajm
Morrisons,2022-06-02 10:30:06.872673,@116251 Do share any fun carvings you and the kids do. Hope you have a lovely weekend :~)-Tabby
116251,2022-06-02 10:30:06.973720,"@Morrisons No problem! It's my favourite time of year, and was awesome to see no pumpkin size/shape went to waste! :)"
Morrisons,2022-06-02 10:30:07.075094,@116251 Hi Carrie. Thanks for taking the time to share your feedback :~). Glad you like it-Tabby
116251,2022-06-02 10:30:07.177770,Another day another Halloween shop.. @Morrisons really stepped up. Love the diverse range of pumpkins! #Halloween #pumpkins #mumlife 🎃💀 https://t.co/FhavEp3NyK
askpanera,2022-06-02 10:30:07.278557,@116252 We take food quality seriously - Have you had a chance to address with cafe management? They'd be happy to assist you further.
116252,2022-06-02 10:30:07.379700,"@askpanera Yes, after i also found a hair in my soup bowl &amp; the weong dressing on my salad (also playing it off as it they gave me the right one)"
116252,2022-06-02 10:30:07.480600,@116253 you guys call this chicken? https://t.co/DzUig4ATjc
Walmart,2022-06-02 10:30:07.582130,"@116254 We disagree, Dylan. We're excited that you're choosing us, for all your sporting needs. 🏀🛒🏈 -Sabi"
116254,2022-06-02 10:30:07.683267,@Walmart Any chance you could help us out with some sort of sponsorship?  We're already spending thousands of dollars with you through @116255?
116254,2022-06-02 10:30:07.785345,Just got recognized at @Walmart as the guy who buys shopping carts full of sports equipment by an employee.  I think I'm here too often!!!
Walmart,2022-06-02 10:30:07.890144,"@116256 Ohh, stop it! You're making us blush. ☺-Sabi"
116256,2022-06-02 10:30:07.991033,@Walmart oh my god you da best walmart
Walmart,2022-06-02 10:30:08.093372,"@116256 We ❤️ you too, Angel. Thanks for having our back! -Pia"
116256,2022-06-02 10:30:08.196694,we all know walmart is better in terms of a lot of things so I LOVE WALMART https://t.co/tr1DaXl3IU
Walmart,2022-06-02 10:30:08.297533,"@116257 Impressive, the ""love"" symbol looks awesome! Did you draw that? 👍 -Sabi"
116257,2022-06-02 10:30:08.401670,"@Walmart No, a fellow associate did it for me."
116257,2022-06-02 10:30:08.502549,"@116258 @176 Better one with the ""love"" symbol. Got to dress up at work. Thank you walmart lol https://t.co/IqQic9uT4g"
