author_id,created_at,text
117497,2022-06-02 10:37:00.007815,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!
AmazonHelp,2022-06-02 10:37:00.109582,"@117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH"
117498,2022-06-02 10:37:00.210492,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0
AmazonHelp,2022-06-02 10:37:00.312238,"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM"
117498,2022-06-02 10:37:00.414492,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/
AmazonHelp,2022-06-02 10:37:00.515259,"@117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is.  ^SY"
117498,2022-06-02 10:37:00.618773,@AmazonHelp Okay....what information do you need to be able to help then???
AmazonHelp,2022-06-02 10:37:00.722985,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS"
117498,2022-06-02 10:37:00.824215,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk
AmazonHelp,2022-06-02 10:37:00.930074,@117498 It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then. ^PK
117498,2022-06-02 10:37:01.031531,@AmazonHelp I have re ordered one and going to see how long this one takes and then cancel second if not here by time that one gets here
117498,2022-06-02 10:37:01.133240,I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is???
AmazonHelp,2022-06-02 10:37:01.236453,"@117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT"
117499,2022-06-02 10:37:01.339936,@115821 why do I pay for 2 day shipping and it's going on 4 days.
AmazonHelp,2022-06-02 10:37:01.441754,@117499 I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an order's shipped. (1/2)
AmazonHelp,2022-06-02 10:37:01.546553,@117088 Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK
117088,2022-06-02 10:37:01.648008,@115850 pls investigate ur satara (Maharashtra) amzn staff or ur reputation is doomed in the region in long term.
AppleSupport,2022-06-02 10:37:01.749604,"@117500 Let us help. Does this happen while using any specific app? Also, which version of iOS are you currently running?"
117500,2022-06-02 10:37:01.854923,@115858 needs to figure it’s shit out. My phone won’t stop freezing &amp; closing apps 🙄😡
AppleSupport,2022-06-02 10:37:01.960460,"@117501 We're here for you. Let's work together to locate your photos. Did you just recently restore your device, by any chance?"
117501,2022-06-02 10:37:02.062835,"@AppleSupport no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?"
AppleSupport,2022-06-02 10:37:02.164085,@117501 Got it. Please continue with us by reaching out to our Photos app experts: https://t.co/IBIY3vMgPj
117501,2022-06-02 10:37:02.270192,what the fuck @115858? https://t.co/oHhvAW2pqh
AppleSupport,2022-06-02 10:37:02.371720,@117502 We'd love to help. DM us which iOS device you are experiencing this issue on to get started. https://t.co/GDrqU22YpT
117502,2022-06-02 10:37:02.474292,@AppleSupport lil help? https://t.co/3cl8aEdWdr
AppleSupport,2022-06-02 10:37:02.580117,"@117503 For security, the passcode is always required even if you have Touch ID turned on. Are you still having touch screen issues?"
117503,2022-06-02 10:37:02.681602,@AppleSupport so it cant be disable? umm ya.. problem comes oftenly when my iphone just woke up. kindly please gimme some advices to heal that issue
AppleSupport,2022-06-02 10:37:02.786182,"@117503 This link is a great place to start: https://t.co/kQXBriN504 If you still have issues after those steps, DM us. https://t.co/GDrqU22YpT"
117503,2022-06-02 10:37:02.887446,@AppleSupport ya.. i did that way like 3-4times for make my screen finally worked out. whats the causes anw?  what tips to prevent it wont happen again?
AppleSupport,2022-06-02 10:37:02.988456,"@117503 We wouldn't want to speculate into the cause, but please send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT"
